"ocun_ensembl_gid","ocun_feature_length"
"ENSOCUG00000001122",2235
"ENSOCUG00000001123",867
"ENSOCUG00000001124",3354
"ENSOCUG00000001125",1566
"ENSOCUG00000001127",807
"ENSOCUG00000001129",2869
"ENSOCUG00000001130",657
"ENSOCUG00000001131",4759
"ENSOCUG00000001134",939
"ENSOCUG00000001135",711
"ENSOCUG00000001136",4236
"ENSOCUG00000001137",1698
"ENSOCUG00000001138",2020
"ENSOCUG00000001139",1332
"ENSOCUG00000001142",3599
"ENSOCUG00000001143",840
"ENSOCUG00000001144",5335
"ENSOCUG00000001145",3130.5
"ENSOCUG00000001150",4173
"ENSOCUG00000001151",3292
"ENSOCUG00000001152",2242
"ENSOCUG00000001153",3291
"ENSOCUG00000001155",2377
"ENSOCUG00000001156",897
"ENSOCUG00000001157",2498
"ENSOCUG00000001158",1889
"ENSOCUG00000001159",3238.5
"ENSOCUG00000001160",3221
"ENSOCUG00000001161",399
"ENSOCUG00000001162",1524
"ENSOCUG00000001163",585
"ENSOCUG00000001164",2421
"ENSOCUG00000001165",8343.5
"ENSOCUG00000001166",693
"ENSOCUG00000001167",603
"ENSOCUG00000001168",3421
"ENSOCUG00000001169",923
"ENSOCUG00000001170",2745
"ENSOCUG00000001171",3793
"ENSOCUG00000001172",2008.5
"ENSOCUG00000001173",1582
"ENSOCUG00000001174",996
"ENSOCUG00000001175",4840
"ENSOCUG00000001177",5539.5
"ENSOCUG00000001178",1270
"ENSOCUG00000001179",5766
"ENSOCUG00000001180",3897
"ENSOCUG00000001181",3276
"ENSOCUG00000001183",3427
"ENSOCUG00000001184",1682
"ENSOCUG00000001185",2196
"ENSOCUG00000001186",3198
"ENSOCUG00000001188",4241
"ENSOCUG00000001190",2369
"ENSOCUG00000001191",1555
"ENSOCUG00000001192",906
"ENSOCUG00000001193",306
"ENSOCUG00000001196",558
"ENSOCUG00000001197",4208
"ENSOCUG00000001200",387
"ENSOCUG00000001201",1366
"ENSOCUG00000001203",7050
"ENSOCUG00000001205",824
"ENSOCUG00000001206",657
"ENSOCUG00000001207",4344
"ENSOCUG00000001208",2283
"ENSOCUG00000001209",1107
"ENSOCUG00000001211",527
"ENSOCUG00000001212",954
"ENSOCUG00000001214",898.5
"ENSOCUG00000001215",7304
"ENSOCUG00000001216",2469
"ENSOCUG00000001217",2118
"ENSOCUG00000001218",682
"ENSOCUG00000001219",2726
"ENSOCUG00000001220",2947
"ENSOCUG00000001221",570
"ENSOCUG00000001222",576
"ENSOCUG00000001223",2270
"ENSOCUG00000001224",369
"ENSOCUG00000001225",1043
"ENSOCUG00000001227",1318
"ENSOCUG00000001228",1611
"ENSOCUG00000001229",1436
"ENSOCUG00000001230",5747
"ENSOCUG00000001231",393
"ENSOCUG00000001232",333
"ENSOCUG00000001233",5905
"ENSOCUG00000001234",1500
"ENSOCUG00000001235",2652
"ENSOCUG00000001236",1125
"ENSOCUG00000001239",3279
"ENSOCUG00000001241",1660
"ENSOCUG00000001242",2289
"ENSOCUG00000001246",3545
"ENSOCUG00000001247",1649
"ENSOCUG00000001248",573
"ENSOCUG00000001249",4722
"ENSOCUG00000001250",5869
"ENSOCUG00000001251",432
"ENSOCUG00000001254",5389
"ENSOCUG00000001255",781.5
"ENSOCUG00000001256",2016
"ENSOCUG00000001257",1582
"ENSOCUG00000001258",1080
"ENSOCUG00000001259",2742
"ENSOCUG00000001261",942
"ENSOCUG00000001263",6462
"ENSOCUG00000001264",10777
"ENSOCUG00000001265",2758
"ENSOCUG00000001266",1879
"ENSOCUG00000001267",642
"ENSOCUG00000001269",3320
"ENSOCUG00000001270",2624
"ENSOCUG00000001271",2754
"ENSOCUG00000001272",1539
"ENSOCUG00000001277",1551
"ENSOCUG00000001278",4212
"ENSOCUG00000001279",4875
"ENSOCUG00000001280",2172
"ENSOCUG00000001281",1719.5
"ENSOCUG00000001284",3615
"ENSOCUG00000001286",228
"ENSOCUG00000001288",846
"ENSOCUG00000001289",4094
"ENSOCUG00000001290",5987
"ENSOCUG00000001292",3329
"ENSOCUG00000001294",423
"ENSOCUG00000001295",3112
"ENSOCUG00000001296",522
"ENSOCUG00000001297",3099
"ENSOCUG00000001298",672
"ENSOCUG00000001299",3889
"ENSOCUG00000001300",4152
"ENSOCUG00000001301",855
"ENSOCUG00000001302",5839
"ENSOCUG00000001303",667
"ENSOCUG00000001304",3333
"ENSOCUG00000001305",783
"ENSOCUG00000001306",6985
"ENSOCUG00000001307",570
"ENSOCUG00000001309",1723
"ENSOCUG00000001310",1248
"ENSOCUG00000001311",1539
"ENSOCUG00000001314",1746
"ENSOCUG00000001315",2013
"ENSOCUG00000001316",3585
"ENSOCUG00000001317",7018
"ENSOCUG00000001319",1866
"ENSOCUG00000001320",2906
"ENSOCUG00000001322",1671
"ENSOCUG00000001324",3357
"ENSOCUG00000001326",2292
"ENSOCUG00000001327",2426
"ENSOCUG00000001328",9853
"ENSOCUG00000001331",468
"ENSOCUG00000001333",945
"ENSOCUG00000001334",2026
"ENSOCUG00000001335",4128
"ENSOCUG00000001336",2581.5
"ENSOCUG00000001337",1219
"ENSOCUG00000001338",273
"ENSOCUG00000001341",1754
"ENSOCUG00000001342",3746
"ENSOCUG00000001343",5525
"ENSOCUG00000001344",1290
"ENSOCUG00000001345",726
"ENSOCUG00000001346",666
"ENSOCUG00000001347",933
"ENSOCUG00000001349",2195
"ENSOCUG00000001350",138
"ENSOCUG00000001351",1633.5
"ENSOCUG00000001352",1704.5
"ENSOCUG00000001353",1563
"ENSOCUG00000001355",1729
"ENSOCUG00000001357",890
"ENSOCUG00000001360",5999
"ENSOCUG00000001361",387
"ENSOCUG00000001362",840
"ENSOCUG00000001363",1422
"ENSOCUG00000001366",693
"ENSOCUG00000001367",1134
"ENSOCUG00000001368",2196
"ENSOCUG00000001370",1080
"ENSOCUG00000001372",4643
"ENSOCUG00000001373",6019
"ENSOCUG00000001374",2556
"ENSOCUG00000001375",1781
"ENSOCUG00000001376",5538
"ENSOCUG00000001377",927
"ENSOCUG00000001378",3781
"ENSOCUG00000001379",492
"ENSOCUG00000001380",1126
"ENSOCUG00000001382",675
"ENSOCUG00000001383",1056
"ENSOCUG00000001384",10208
"ENSOCUG00000001385",877
"ENSOCUG00000001386",6068
"ENSOCUG00000001387",2396
"ENSOCUG00000001388",198
"ENSOCUG00000001389",1845
"ENSOCUG00000001390",6503
"ENSOCUG00000001391",3752
"ENSOCUG00000001392",3610
"ENSOCUG00000001393",555
"ENSOCUG00000001395",240
"ENSOCUG00000001396",2808
"ENSOCUG00000001397",1909.5
"ENSOCUG00000001398",2967
"ENSOCUG00000001401",3667
"ENSOCUG00000001402",2217
"ENSOCUG00000001403",942
"ENSOCUG00000001405",3668
"ENSOCUG00000001406",1401
"ENSOCUG00000001407",4578
"ENSOCUG00000001408",1296
"ENSOCUG00000001409",1785
"ENSOCUG00000001410",4411
"ENSOCUG00000001411",744
"ENSOCUG00000001412",1855
"ENSOCUG00000001414",3252
"ENSOCUG00000001415",1569
"ENSOCUG00000001418",3079
"ENSOCUG00000001419",1509
"ENSOCUG00000001420",4681
"ENSOCUG00000001422",582
"ENSOCUG00000001424",387
"ENSOCUG00000001425",1577
"ENSOCUG00000001426",2400
"ENSOCUG00000001427",2395
"ENSOCUG00000001428",2009
"ENSOCUG00000001429",5391
"ENSOCUG00000001430",2420
"ENSOCUG00000001431",198
"ENSOCUG00000001432",1242
"ENSOCUG00000001433",954
"ENSOCUG00000001434",1912
"ENSOCUG00000001435",1950
"ENSOCUG00000001436",3519
"ENSOCUG00000001437",1164
"ENSOCUG00000001438",1170
"ENSOCUG00000001439",14598.5
"ENSOCUG00000001440",1956
"ENSOCUG00000001443",3120
"ENSOCUG00000001444",4815
"ENSOCUG00000001445",1203
"ENSOCUG00000001446",1114.5
"ENSOCUG00000001447",6964
"ENSOCUG00000001448",2923
"ENSOCUG00000001452",432
"ENSOCUG00000001454",4458
"ENSOCUG00000001455",2057
"ENSOCUG00000001456",3651
"ENSOCUG00000001457",1628
"ENSOCUG00000001458",1113
"ENSOCUG00000001459",1147
"ENSOCUG00000001460",1425
"ENSOCUG00000001461",4354
"ENSOCUG00000001462",1368
"ENSOCUG00000001463",336
"ENSOCUG00000001464",3090
"ENSOCUG00000001465",4566
"ENSOCUG00000001466",651
"ENSOCUG00000001467",6056
"ENSOCUG00000001468",2395
"ENSOCUG00000001469",1468
"ENSOCUG00000001470",957
"ENSOCUG00000001473",298
"ENSOCUG00000001475",6433
"ENSOCUG00000001477",1882
"ENSOCUG00000001478",1680
"ENSOCUG00000001479",2742
"ENSOCUG00000001480",5511
"ENSOCUG00000001481",4925
"ENSOCUG00000001484",2082
"ENSOCUG00000001485",2746
"ENSOCUG00000001486",1470
"ENSOCUG00000001488",1807
"ENSOCUG00000001489",6354
"ENSOCUG00000001490",2589
"ENSOCUG00000001491",1383
"ENSOCUG00000001493",933
"ENSOCUG00000001495",903
"ENSOCUG00000001496",1107
"ENSOCUG00000001497",1534
"ENSOCUG00000001498",1020
"ENSOCUG00000001499",2968.5
"ENSOCUG00000001500",963
"ENSOCUG00000001501",2402
"ENSOCUG00000001504",3493
"ENSOCUG00000001508",2188
"ENSOCUG00000001510",636
"ENSOCUG00000001512",447
"ENSOCUG00000001513",2958
"ENSOCUG00000001514",282
"ENSOCUG00000001515",297
"ENSOCUG00000001516",375
"ENSOCUG00000001517",1129.5
"ENSOCUG00000001518",5187
"ENSOCUG00000001519",1338
"ENSOCUG00000001522",1119
"ENSOCUG00000001523",1997
"ENSOCUG00000001524",1578
"ENSOCUG00000001525",6417
"ENSOCUG00000001526",3490
"ENSOCUG00000001527",588
"ENSOCUG00000001530",2534
"ENSOCUG00000001531",1443
"ENSOCUG00000001532",684
"ENSOCUG00000001535",2807
"ENSOCUG00000001536",1078
"ENSOCUG00000001537",1713
"ENSOCUG00000001539",1383
"ENSOCUG00000001540",2639
"ENSOCUG00000001541",501
"ENSOCUG00000001542",4818
"ENSOCUG00000001543",2651
"ENSOCUG00000001544",372
"ENSOCUG00000001545",5857
"ENSOCUG00000001546",2068
"ENSOCUG00000001548",6468
"ENSOCUG00000001551",5735
"ENSOCUG00000001552",2442
"ENSOCUG00000001553",3099
"ENSOCUG00000001554",6580
"ENSOCUG00000001555",4472
"ENSOCUG00000001556",396
"ENSOCUG00000001560",2027
"ENSOCUG00000001561",558
"ENSOCUG00000001565",537
"ENSOCUG00000001568",1653
"ENSOCUG00000001569",1840
"ENSOCUG00000001570",2097
"ENSOCUG00000001571",2490
"ENSOCUG00000001573",4323
"ENSOCUG00000001574",2300
"ENSOCUG00000001575",1059
"ENSOCUG00000001576",1508
"ENSOCUG00000001577",261
"ENSOCUG00000001578",5787
"ENSOCUG00000001581",904
"ENSOCUG00000001582",3960
"ENSOCUG00000001583",2995
"ENSOCUG00000001584",411
"ENSOCUG00000001585",1376.5
"ENSOCUG00000001586",921
"ENSOCUG00000001587",8019
"ENSOCUG00000001588",2433
"ENSOCUG00000001590",3304
"ENSOCUG00000001591",5802
"ENSOCUG00000001592",1308
"ENSOCUG00000001594",1587
"ENSOCUG00000001595",2787
"ENSOCUG00000001596",3953
"ENSOCUG00000001597",1401
"ENSOCUG00000001598",3356
"ENSOCUG00000001599",1950
"ENSOCUG00000001600",933
"ENSOCUG00000001601",2332
"ENSOCUG00000001602",2064
"ENSOCUG00000001603",1569
"ENSOCUG00000001604",2115
"ENSOCUG00000001605",919
"ENSOCUG00000001606",1844
"ENSOCUG00000001607",1247
"ENSOCUG00000001609",2520
"ENSOCUG00000001610",3995
"ENSOCUG00000001612",1053
"ENSOCUG00000001613",3282
"ENSOCUG00000001614",840
"ENSOCUG00000001616",6176
"ENSOCUG00000001617",2326
"ENSOCUG00000001618",6163
"ENSOCUG00000001620",4589
"ENSOCUG00000001622",2555
"ENSOCUG00000001623",981
"ENSOCUG00000001627",6924
"ENSOCUG00000001628",4167
"ENSOCUG00000001629",4066
"ENSOCUG00000001630",939
"ENSOCUG00000001631",1485
"ENSOCUG00000001632",186
"ENSOCUG00000001633",3111
"ENSOCUG00000001636",1933
"ENSOCUG00000001638",1466
"ENSOCUG00000001639",939
"ENSOCUG00000001641",1182
"ENSOCUG00000001645",624
"ENSOCUG00000001646",463.5
"ENSOCUG00000001647",1601
"ENSOCUG00000001648",1773
"ENSOCUG00000001649",1020
"ENSOCUG00000001651",7091
"ENSOCUG00000001652",1566
"ENSOCUG00000001655",2176
"ENSOCUG00000001656",2063
"ENSOCUG00000001657",1139
"ENSOCUG00000001659",195
"ENSOCUG00000001660",2784
"ENSOCUG00000001661",3926
"ENSOCUG00000001662",2017
"ENSOCUG00000001663",1428
"ENSOCUG00000001665",3057
"ENSOCUG00000001667",3797
"ENSOCUG00000001669",2699
"ENSOCUG00000001670",1005
"ENSOCUG00000001671",2526
"ENSOCUG00000001672",1038
"ENSOCUG00000001673",1737
"ENSOCUG00000001674",2668
"ENSOCUG00000001675",2046
"ENSOCUG00000001676",2413
"ENSOCUG00000001677",732
"ENSOCUG00000001678",4014
"ENSOCUG00000001679",1590
"ENSOCUG00000001680",2514
"ENSOCUG00000001681",662
"ENSOCUG00000001682",436
"ENSOCUG00000001683",758
"ENSOCUG00000001684",730
"ENSOCUG00000001685",3178.5
"ENSOCUG00000001686",2891
"ENSOCUG00000001687",4459
"ENSOCUG00000001688",330
"ENSOCUG00000001689",2217
"ENSOCUG00000001691",1623
"ENSOCUG00000001692",528
"ENSOCUG00000001693",13131.5
"ENSOCUG00000001694",939
"ENSOCUG00000001695",1695
"ENSOCUG00000001696",447
"ENSOCUG00000001697",6326
"ENSOCUG00000001698",2283
"ENSOCUG00000001699",5859
"ENSOCUG00000001700",936
"ENSOCUG00000001701",1137
"ENSOCUG00000001702",1407
"ENSOCUG00000001703",2149
"ENSOCUG00000001704",906
"ENSOCUG00000001710",3666
"ENSOCUG00000001711",4461
"ENSOCUG00000001712",959
"ENSOCUG00000001714",5732
"ENSOCUG00000001715",2109
"ENSOCUG00000001716",2163
"ENSOCUG00000001717",1616
"ENSOCUG00000001718",2050
"ENSOCUG00000001719",6717
"ENSOCUG00000001720",904.5
"ENSOCUG00000001722",3839
"ENSOCUG00000001723",14221
"ENSOCUG00000001724",513
"ENSOCUG00000001725",5794
"ENSOCUG00000001726",2815
"ENSOCUG00000001727",6578
"ENSOCUG00000001729",2310
"ENSOCUG00000001730",3297
"ENSOCUG00000001732",1317
"ENSOCUG00000001734",4030
"ENSOCUG00000001735",692
"ENSOCUG00000001736",2079
"ENSOCUG00000001738",8546
"ENSOCUG00000001739",1317
"ENSOCUG00000001741",1532
"ENSOCUG00000001742",6213
"ENSOCUG00000001746",1500
"ENSOCUG00000001748",2689
"ENSOCUG00000001750",3035
"ENSOCUG00000001751",4167
"ENSOCUG00000001752",2701
"ENSOCUG00000001753",4632
"ENSOCUG00000001754",3508
"ENSOCUG00000001757",1632
"ENSOCUG00000001758",3474
"ENSOCUG00000001759",3001
"ENSOCUG00000001761",2492
"ENSOCUG00000001764",336
"ENSOCUG00000001765",2618
"ENSOCUG00000001766",2478
"ENSOCUG00000001767",414
"ENSOCUG00000001768",2785
"ENSOCUG00000001769",1005
"ENSOCUG00000001770",927
"ENSOCUG00000001772",3542
"ENSOCUG00000001774",1413
"ENSOCUG00000001776",3681
"ENSOCUG00000001777",1224
"ENSOCUG00000001779",2078
"ENSOCUG00000001780",717
"ENSOCUG00000001781",5390
"ENSOCUG00000001782",2401
"ENSOCUG00000001783",2182
"ENSOCUG00000001784",5572
"ENSOCUG00000001785",885
"ENSOCUG00000001786",1423
"ENSOCUG00000001787",4710
"ENSOCUG00000001788",2397
"ENSOCUG00000001789",1868
"ENSOCUG00000001790",1794
"ENSOCUG00000001791",369
"ENSOCUG00000001792",1758
"ENSOCUG00000001793",4318
"ENSOCUG00000001794",921
"ENSOCUG00000001798",6753
"ENSOCUG00000001799",3576
"ENSOCUG00000001801",7053
"ENSOCUG00000001802",615
"ENSOCUG00000001803",2481
"ENSOCUG00000001804",4693
"ENSOCUG00000001806",947
"ENSOCUG00000001807",6931
"ENSOCUG00000001808",6866
"ENSOCUG00000001810",3336
"ENSOCUG00000001811",1470
"ENSOCUG00000001812",3418
"ENSOCUG00000001813",1287
"ENSOCUG00000001814",3717
"ENSOCUG00000001816",7432
"ENSOCUG00000001817",4946
"ENSOCUG00000001818",2058
"ENSOCUG00000001819",1425
"ENSOCUG00000001820",1096.5
"ENSOCUG00000001821",2285
"ENSOCUG00000001822",3641
"ENSOCUG00000001823",1887
"ENSOCUG00000001824",2391
"ENSOCUG00000001825",6065
"ENSOCUG00000001826",1971.5
"ENSOCUG00000001827",4269
"ENSOCUG00000001828",2268
"ENSOCUG00000001829",12821
"ENSOCUG00000001830",987
"ENSOCUG00000001831",4406
"ENSOCUG00000001832",750
"ENSOCUG00000001833",4254
"ENSOCUG00000001834",2236
"ENSOCUG00000001836",8379
"ENSOCUG00000001837",1479
"ENSOCUG00000001838",339
"ENSOCUG00000001839",2836.5
"ENSOCUG00000001842",3837
"ENSOCUG00000001843",1948
"ENSOCUG00000001844",855
"ENSOCUG00000001847",1733
"ENSOCUG00000001849",264
"ENSOCUG00000001850",1653
"ENSOCUG00000001851",4051
"ENSOCUG00000001853",4203
"ENSOCUG00000001854",933
"ENSOCUG00000001855",997
"ENSOCUG00000001856",1937
"ENSOCUG00000001857",2511
"ENSOCUG00000001858",3804
"ENSOCUG00000001859",803
"ENSOCUG00000001860",837
"ENSOCUG00000001861",10385
"ENSOCUG00000001863",1888
"ENSOCUG00000001864",2013
"ENSOCUG00000001866",1536
"ENSOCUG00000001867",5268
"ENSOCUG00000001868",7544
"ENSOCUG00000001869",1761
"ENSOCUG00000001870",4561
"ENSOCUG00000001871",438
"ENSOCUG00000001873",3663
"ENSOCUG00000001874",8558
"ENSOCUG00000001875",2950
"ENSOCUG00000001876",849
"ENSOCUG00000001877",1527
"ENSOCUG00000001879",5999
"ENSOCUG00000001880",571
"ENSOCUG00000001881",3684
"ENSOCUG00000001882",591
"ENSOCUG00000001883",6089
"ENSOCUG00000001884",6318
"ENSOCUG00000001885",5390
"ENSOCUG00000001886",1173
"ENSOCUG00000001887",7429
"ENSOCUG00000001888",384
"ENSOCUG00000001889",1335
"ENSOCUG00000001890",2115
"ENSOCUG00000001891",2984
"ENSOCUG00000001892",6167
"ENSOCUG00000001894",2496
"ENSOCUG00000001897",2590
"ENSOCUG00000001898",4442
"ENSOCUG00000001901",561
"ENSOCUG00000001902",2441
"ENSOCUG00000001903",3444
"ENSOCUG00000001904",1716
"ENSOCUG00000001905",405
"ENSOCUG00000001906",1467
"ENSOCUG00000001907",2421
"ENSOCUG00000001908",2327
"ENSOCUG00000001909",2547
"ENSOCUG00000001910",4797
"ENSOCUG00000001911",956
"ENSOCUG00000001912",6920
"ENSOCUG00000001913",1455
"ENSOCUG00000001914",2442
"ENSOCUG00000001915",1905
"ENSOCUG00000001916",447
"ENSOCUG00000001918",764
"ENSOCUG00000001919",1531
"ENSOCUG00000001920",1613
"ENSOCUG00000001921",4622
"ENSOCUG00000001923",1868
"ENSOCUG00000001924",1200
"ENSOCUG00000001925",2635
"ENSOCUG00000001929",2812
"ENSOCUG00000001931",2429
"ENSOCUG00000001933",4074
"ENSOCUG00000001934",936
"ENSOCUG00000001935",933
"ENSOCUG00000001937",2964
"ENSOCUG00000001938",4887
"ENSOCUG00000001940",1560
"ENSOCUG00000001941",837
"ENSOCUG00000001943",3752.5
"ENSOCUG00000001944",1725
"ENSOCUG00000001945",369
"ENSOCUG00000001946",3296
"ENSOCUG00000001949",1239
"ENSOCUG00000001950",750
"ENSOCUG00000001951",552
"ENSOCUG00000001952",5291
"ENSOCUG00000001953",1134
"ENSOCUG00000001954",4545
"ENSOCUG00000001955",5268
"ENSOCUG00000001956",3524
"ENSOCUG00000001957",354
"ENSOCUG00000001961",1014
"ENSOCUG00000001962",1116
"ENSOCUG00000001963",5353
"ENSOCUG00000001964",4724.5
"ENSOCUG00000001965",2751
"ENSOCUG00000001966",1605
"ENSOCUG00000001967",951
"ENSOCUG00000001968",1559
"ENSOCUG00000001969",826
"ENSOCUG00000001970",2757
"ENSOCUG00000001971",3114
"ENSOCUG00000001972",2534
"ENSOCUG00000001973",4734
"ENSOCUG00000001975",5166
"ENSOCUG00000001978",417
"ENSOCUG00000001979",1590
"ENSOCUG00000001980",4142
"ENSOCUG00000001981",905
"ENSOCUG00000001982",5793
"ENSOCUG00000001984",1989
"ENSOCUG00000001985",1262
"ENSOCUG00000001986",2292
"ENSOCUG00000001987",1431
"ENSOCUG00000001988",480
"ENSOCUG00000001989",3028.5
"ENSOCUG00000001990",2358
"ENSOCUG00000001991",5698
"ENSOCUG00000001992",3377
"ENSOCUG00000001993",3092
"ENSOCUG00000001994",1814.5
"ENSOCUG00000001995",854
"ENSOCUG00000001996",156
"ENSOCUG00000001998",5157
"ENSOCUG00000001999",1221
"ENSOCUG00000002000",1171
"ENSOCUG00000002001",1431
"ENSOCUG00000002002",826
"ENSOCUG00000002003",1257
"ENSOCUG00000002004",1272
"ENSOCUG00000002006",5069
"ENSOCUG00000002007",1633.5
"ENSOCUG00000002008",3945
"ENSOCUG00000002009",1754
"ENSOCUG00000002011",822
"ENSOCUG00000002013",1914
"ENSOCUG00000002014",1065
"ENSOCUG00000002017",780
"ENSOCUG00000002018",4329
"ENSOCUG00000002019",597
"ENSOCUG00000002020",1653
"ENSOCUG00000002021",585
"ENSOCUG00000002022",4574
"ENSOCUG00000002023",885
"ENSOCUG00000002024",995
"ENSOCUG00000002025",2486
"ENSOCUG00000002026",4035
"ENSOCUG00000002027",1488
"ENSOCUG00000002028",3397
"ENSOCUG00000002029",4098
"ENSOCUG00000002030",636
"ENSOCUG00000002031",5669
"ENSOCUG00000002032",996
"ENSOCUG00000002033",2858
"ENSOCUG00000002037",3900
"ENSOCUG00000002038",1462
"ENSOCUG00000002039",4539
"ENSOCUG00000002040",948
"ENSOCUG00000002041",3425
"ENSOCUG00000002042",2406
"ENSOCUG00000002043",2072
"ENSOCUG00000002047",3776
"ENSOCUG00000002050",3301
"ENSOCUG00000002051",1281
"ENSOCUG00000002052",5949
"ENSOCUG00000002053",2411
"ENSOCUG00000002054",1405
"ENSOCUG00000002055",7968
"ENSOCUG00000002056",1298
"ENSOCUG00000002057",1284.5
"ENSOCUG00000002058",186
"ENSOCUG00000002059",5200
"ENSOCUG00000002060",694
"ENSOCUG00000002061",330
"ENSOCUG00000002062",948
"ENSOCUG00000002063",2997
"ENSOCUG00000002064",963
"ENSOCUG00000002065",3068
"ENSOCUG00000002066",3271
"ENSOCUG00000002067",282
"ENSOCUG00000002069",264
"ENSOCUG00000002071",1521
"ENSOCUG00000002072",2742
"ENSOCUG00000002073",2172
"ENSOCUG00000002074",712
"ENSOCUG00000002075",3504
"ENSOCUG00000002076",1284
"ENSOCUG00000002078",3844.5
"ENSOCUG00000002080",2584
"ENSOCUG00000002083",2265
"ENSOCUG00000002084",3626
"ENSOCUG00000002085",939
"ENSOCUG00000002086",759
"ENSOCUG00000002089",537
"ENSOCUG00000002090",1382
"ENSOCUG00000002093",1959
"ENSOCUG00000002094",6876
"ENSOCUG00000002095",1350
"ENSOCUG00000002097",930
"ENSOCUG00000002098",2076
"ENSOCUG00000002099",4950
"ENSOCUG00000002100",5859
"ENSOCUG00000002102",2837
"ENSOCUG00000002103",666
"ENSOCUG00000002104",1206
"ENSOCUG00000002105",4588
"ENSOCUG00000002106",1833
"ENSOCUG00000002107",791
"ENSOCUG00000002108",1185
"ENSOCUG00000002109",5341
"ENSOCUG00000002110",1818
"ENSOCUG00000002111",1150.5
"ENSOCUG00000002112",4706
"ENSOCUG00000002114",2442
"ENSOCUG00000002115",3538
"ENSOCUG00000002117",738
"ENSOCUG00000002118",3165
"ENSOCUG00000002119",6380
"ENSOCUG00000002120",5135
"ENSOCUG00000002121",2517
"ENSOCUG00000002122",285
"ENSOCUG00000002123",4362
"ENSOCUG00000002125",3176
"ENSOCUG00000002126",1981
"ENSOCUG00000002127",5102
"ENSOCUG00000002128",4362
"ENSOCUG00000002129",1208
"ENSOCUG00000002131",1875
"ENSOCUG00000002132",2914
"ENSOCUG00000002134",492
"ENSOCUG00000002135",2391
"ENSOCUG00000002137",1890
"ENSOCUG00000002138",930
"ENSOCUG00000002139",3010
"ENSOCUG00000002140",5613
"ENSOCUG00000002141",936
"ENSOCUG00000002142",618
"ENSOCUG00000002143",3006
"ENSOCUG00000002144",981
"ENSOCUG00000002145",957
"ENSOCUG00000002146",897
"ENSOCUG00000002147",1989
"ENSOCUG00000002148",3866.5
"ENSOCUG00000002149",750
"ENSOCUG00000002150",582
"ENSOCUG00000002151",895.5
"ENSOCUG00000002152",573
"ENSOCUG00000002153",1447
"ENSOCUG00000002154",6970
"ENSOCUG00000002155",4004
"ENSOCUG00000002156",3261
"ENSOCUG00000002157",3435
"ENSOCUG00000002158",2079
"ENSOCUG00000002159",2505
"ENSOCUG00000002160",729
"ENSOCUG00000002161",1670
"ENSOCUG00000002163",3918
"ENSOCUG00000002165",4874
"ENSOCUG00000002166",1119
"ENSOCUG00000002167",2730
"ENSOCUG00000002171",496.5
"ENSOCUG00000002172",1542
"ENSOCUG00000002173",2611
"ENSOCUG00000002174",1647
"ENSOCUG00000002176",2181
"ENSOCUG00000002177",1214
"ENSOCUG00000002178",789
"ENSOCUG00000002179",1960
"ENSOCUG00000002180",5481
"ENSOCUG00000002181",4981
"ENSOCUG00000002182",4119
"ENSOCUG00000002183",5188
"ENSOCUG00000002185",3995
"ENSOCUG00000002186",747
"ENSOCUG00000002187",2641
"ENSOCUG00000002188",3088.5
"ENSOCUG00000002189",4314
"ENSOCUG00000002190",1581
"ENSOCUG00000002192",2853
"ENSOCUG00000002193",5772
"ENSOCUG00000002194",2526.5
"ENSOCUG00000002195",684
"ENSOCUG00000002196",939
"ENSOCUG00000002197",2821
"ENSOCUG00000002198",3026
"ENSOCUG00000002199",1276.5
"ENSOCUG00000002200",1146
"ENSOCUG00000002202",774
"ENSOCUG00000002203",1811
"ENSOCUG00000002204",2392
"ENSOCUG00000002205",3177
"ENSOCUG00000002206",3121
"ENSOCUG00000002207",369
"ENSOCUG00000002208",264
"ENSOCUG00000002210",489
"ENSOCUG00000002211",2293
"ENSOCUG00000002212",3149
"ENSOCUG00000002214",4284
"ENSOCUG00000002215",342
"ENSOCUG00000002216",2724
"ENSOCUG00000002217",567
"ENSOCUG00000002218",2930.5
"ENSOCUG00000002219",1242
"ENSOCUG00000002220",3186
"ENSOCUG00000002222",408
"ENSOCUG00000002223",2868
"ENSOCUG00000002224",2698
"ENSOCUG00000002225",2334
"ENSOCUG00000002226",3387
"ENSOCUG00000002230",2376
"ENSOCUG00000002231",3241
"ENSOCUG00000002232",1047
"ENSOCUG00000002233",3970
"ENSOCUG00000002235",2017
"ENSOCUG00000002236",8075
"ENSOCUG00000002237",423
"ENSOCUG00000002238",616
"ENSOCUG00000002240",2396
"ENSOCUG00000002241",2520
