"mdom_ensembl_gid","mdom_gene_name","dnov_ensembl_gid","dnov_gene_name","dnov_homology_type","ocun_ensembl_gid","ocun_gene_name","ocun_homology_type"
"ENSMODG00000028059","ROS1","ENSDNOG00000010519","ROS1","ortholog_one2one","ENSOCUG00000003205","ROS1","ortholog_one2one"
"ENSMODG00000016934","VGLL3","ENSDNOG00000024804","VGLL3","ortholog_one2one","ENSOCUG00000020895","VGLL3","ortholog_one2one"
"ENSMODG00000004419","ZMYM3","ENSDNOG00000003723","ZMYM3","ortholog_one2one","ENSOCUG00000012396","ZMYM3","ortholog_one2one"
"ENSMODG00000019833","HES1","ENSDNOG00000039639","HES1","ortholog_one2one","ENSOCUG00000009363","HES1","ortholog_one2one"
"ENSMODG00000016939","CHMP2B","ENSDNOG00000037451","CHMP2B","ortholog_one2one","ENSOCUG00000003985","CHMP2B","ortholog_one2one"
"ENSMODG00000016940","POU1F1","ENSDNOG00000005896","POU1F1","ortholog_one2one","ENSOCUG00000017779","POU1F1","ortholog_one2one"
"ENSMODG00000004381","NLGN3","ENSDNOG00000010155","NLGN3","ortholog_one2one","ENSOCUG00000006811","NLGN3","ortholog_one2one"
"ENSMODG00000005121","MED12","ENSDNOG00000010106","MED12","ortholog_one2one","ENSOCUG00000006797","MED12","ortholog_one2one"
"ENSMODG00000016949","C3orf38","ENSDNOG00000046425","C3orf38","ortholog_one2one","ENSOCUG00000014034","C3orf38","ortholog_one2one"
"ENSMODG00000016972","EPHA3","ENSDNOG00000009245","EPHA3","ortholog_one2one","ENSOCUG00000010465","EPHA3","ortholog_one2one"
"ENSMODG00000016982","PROS1","ENSDNOG00000014535","PROS1","ortholog_one2one","ENSOCUG00000025358","PROS1","ortholog_one2one"
"ENSMODG00000005088","IL2RG","ENSDNOG00000024569","IL2RG","ortholog_one2one","ENSOCUG00000025850","IL2RG","ortholog_one2one"
"ENSMODG00000016988","ARL13B","ENSDNOG00000038378","ARL13B","ortholog_one2one","ENSOCUG00000025555","ARL13B","ortholog_one2one"
"ENSMODG00000004992","FOXO4","ENSDNOG00000041132","FOXO4","ortholog_one2one","ENSOCUG00000027545","FOXO4","ortholog_one2one"
"ENSMODG00000029504","SNX12","ENSDNOG00000018877","SNX12","ortholog_one2one","ENSOCUG00000014919","SNX12","ortholog_one2one"
"ENSMODG00000017010","ARL6","ENSDNOG00000032833","ARL6","ortholog_one2one","ENSOCUG00000029293","ARL6","ortholog_one2one"
"ENSMODG00000017017","MINA","ENSDNOG00000044873","MINA","ortholog_one2one","ENSOCUG00000010223","MINA","ortholog_one2one"
"ENSMODG00000004962","DLG3","ENSDNOG00000038503","DLG3","ortholog_one2one","ENSOCUG00000017149","DLG3","ortholog_one2one"
"ENSMODG00000025450","CD300LG","ENSDNOG00000041797","CD300LG","ortholog_one2one","ENSOCUG00000008504","CD300LG","ortholog_one2one"
"ENSMODG00000020898","XYLT2","ENSDNOG00000044594","XYLT2","ortholog_one2one","ENSOCUG00000004592","XYLT2","ortholog_one2one"
"ENSMODG00000020899","MRPL27","ENSDNOG00000023845","MRPL27","ortholog_one2one","ENSOCUG00000004601","MRPL27","ortholog_one2one"
"ENSMODG00000020900","EME1","ENSDNOG00000043004","EME1","ortholog_one2one","ENSOCUG00000004604","EME1","ortholog_one2one"
"ENSMODG00000020901","LRRC59","ENSDNOG00000044387","LRRC59","ortholog_one2one","ENSOCUG00000004613","LRRC59","ortholog_one2one"
"ENSMODG00000020902","ACSF2","ENSDNOG00000018581","ACSF2","ortholog_one2one","ENSOCUG00000002690","ACSF2","ortholog_one2one"
"ENSMODG00000020904","RSAD1","ENSDNOG00000014583","RSAD1","ortholog_one2one","ENSOCUG00000002702","RSAD1","ortholog_one2one"
"ENSMODG00000004864","","ENSDNOG00000038630","","ortholog_one2one","ENSOCUG00000017111","","ortholog_one2one"
"ENSMODG00000020906","MYCBPAP","ENSDNOG00000016313","MYCBPAP","ortholog_one2one","ENSOCUG00000002706","MYCBPAP","ortholog_one2one"
"ENSMODG00000004798","PDZD11","ENSDNOG00000031598","PDZD11","ortholog_one2one","ENSOCUG00000017101","PDZD11","ortholog_one2one"
"ENSMODG00000020907","EPN3","ENSDNOG00000035313","EPN3","ortholog_one2one","ENSOCUG00000002719","EPN3","ortholog_one2one"
"ENSMODG00000020908","SPATA20","ENSDNOG00000032944","SPATA20","ortholog_one2one","ENSOCUG00000002725","SPATA20","ortholog_one2one"
"ENSMODG00000020909","CACNA1G","ENSDNOG00000047894","CACNA1G","ortholog_one2one","ENSOCUG00000002733","CACNA1G","ortholog_one2one"
"ENSMODG00000017064","CLDND1","ENSDNOG00000016225","CLDND1","ortholog_one2one","ENSOCUG00000017858","CLDND1","ortholog_one2one"
"ENSMODG00000004749","P2RY4","ENSDNOG00000015519","P2RY4","ortholog_one2one","ENSOCUG00000017070","P2RY4","ortholog_one2one"
"ENSMODG00000017065","CPOX","ENSDNOG00000044574","CPOX","ortholog_one2one","ENSOCUG00000003580","CPOX","ortholog_one2one"
"ENSMODG00000004736","AWAT1","ENSDNOG00000016971","AWAT1","ortholog_one2one","ENSOCUG00000009725","AWAT1","ortholog_one2one"
"ENSMODG00000017084","GPR64","ENSDNOG00000012455","GPR64","ortholog_one2one","ENSOCUG00000007324","GPR64","ortholog_one2one"
"ENSMODG00000017109","PHKA2","ENSDNOG00000012404","PHKA2","ortholog_one2one","ENSOCUG00000013782","PHKA2","ortholog_one2one"
"ENSMODG00000011708","BET1","ENSDNOG00000041811","BET1","ortholog_one2one","ENSOCUG00000017029","BET1","ortholog_one2one"
"ENSMODG00000017134","PPEF1","ENSDNOG00000031966","PPEF1","ortholog_one2one","ENSOCUG00000010801","PPEF1","ortholog_one2one"
"ENSMODG00000028774","VDR","ENSDNOG00000039161","VDR","ortholog_one2one","ENSOCUG00000027507","VDR","ortholog_one2one"
"ENSMODG00000004686","AWAT2","ENSDNOG00000008185","AWAT2","ortholog_one2one","ENSOCUG00000029339","AWAT2","ortholog_one2one"
"ENSMODG00000001722","METTL7B","ENSDNOG00000046100","METTL7B","ortholog_one2one","ENSOCUG00000023347","METTL7B","ortholog_one2one"
"ENSMODG00000017136","RS1","ENSDNOG00000002498","RS1","ortholog_one2one","ENSOCUG00000010796","RS1","ortholog_one2one"
"ENSMODG00000017140","CDKL5","ENSDNOG00000002494","CDKL5","ortholog_one2one","ENSOCUG00000010775","CDKL5","ortholog_one2one"
"ENSMODG00000001752","COL2A1","ENSDNOG00000009040","COL2A1","ortholog_one2one","ENSOCUG00000013629","COL2A1","ortholog_one2one"
"ENSMODG00000004650","EDA","ENSDNOG00000008162","EDA","ortholog_one2one","ENSOCUG00000015594","EDA","ortholog_one2one"
"ENSMODG00000017144","SCML2","ENSDNOG00000002390","SCML2","ortholog_one2one","ENSOCUG00000007351","SCML2","ortholog_one2one"
"ENSMODG00000010895","EFNB1","ENSDNOG00000010611","EFNB1","ortholog_one2one","ENSOCUG00000013726","EFNB1","ortholog_one2one"
"ENSMODG00000001766","MMP19","ENSDNOG00000047929","MMP19","ortholog_one2one","ENSOCUG00000005109","MMP19","ortholog_one2one"
"ENSMODG00000017145","RAI2","ENSDNOG00000002068","RAI2","ortholog_one2one","ENSOCUG00000026517","RAI2","ortholog_one2one"
"ENSMODG00000001772","SENP1","ENSDNOG00000009135","SENP1","ortholog_one2one","ENSOCUG00000017434","SENP1","ortholog_one2one"
"ENSMODG00000017147","NHS","ENSDNOG00000006928","NHS","ortholog_one2one","ENSOCUG00000013436","NHS","ortholog_one2one"
"ENSMODG00000004643","FAM155B","ENSDNOG00000034799","FAM155B","ortholog_one2one","ENSOCUG00000008430","FAM155B","ortholog_one2one"
"ENSMODG00000001780","IKZF4","ENSDNOG00000037824","IKZF4","ortholog_one2one","ENSOCUG00000012558","IKZF4","ortholog_one2one"
"ENSMODG00000010825","SYN1","ENSDNOG00000010974","SYN1","ortholog_one2one","ENSOCUG00000024150","SYN1","ortholog_one2one"
"ENSMODG00000017149","REPS2","ENSDNOG00000048085","REPS2","ortholog_one2one","ENSOCUG00000014665","REPS2","ortholog_one2one"
"ENSMODG00000017157","RBBP7","ENSDNOG00000010750","RBBP7","ortholog_one2one","ENSOCUG00000000683","RBBP7","ortholog_one2one"
"ENSMODG00000010558","MON1B","ENSDNOG00000014750","MON1B","ortholog_one2one","ENSOCUG00000024409","MON1B","ortholog_one2one"
"ENSMODG00000010869","","ENSDNOG00000032477","","ortholog_one2one","ENSOCUG00000012973","OR1N1","ortholog_one2one"
"ENSMODG00000017176","CTPS2","ENSDNOG00000044071","CTPS2","ortholog_one2one","ENSOCUG00000002738","CTPS2","ortholog_one2one"
"ENSMODG00000017180","S100G","ENSDNOG00000009022","S100G","ortholog_one2one","ENSOCUG00000022960","S100G","ortholog_one2one"
"ENSMODG00000010855","ARAF","ENSDNOG00000010947","ARAF","ortholog_one2one","ENSOCUG00000016449","ARAF","ortholog_one2one"
"ENSMODG00000017191","GRPR","ENSDNOG00000048213","GRPR","ortholog_one2one","ENSOCUG00000012893","GRPR","ortholog_one2one"
"ENSMODG00000010849","TIMP1","ENSDNOG00000043033","TIMP1","ortholog_one2one","ENSOCUG00000010718","TIMP1","ortholog_one2one"
"ENSMODG00000010789","CFP","ENSDNOG00000043948","CFP","ortholog_one2one","ENSOCUG00000015944","CFP","ortholog_one2one"
"ENSMODG00000010777","ELK1","ENSDNOG00000040701","ELK1","ortholog_one2one","ENSOCUG00000010521","ELK1","ortholog_one2one"
"ENSMODG00000017202","","ENSDNOG00000015008","","ortholog_one2one","ENSOCUG00000004295","","ortholog_one2one"
"ENSMODG00000017209","CA5B","ENSDNOG00000034929","CA5B","ortholog_one2one","ENSOCUG00000005571","CA5B","ortholog_one2one"
"ENSMODG00000017212","TMEM27","ENSDNOG00000019011","TMEM27","ortholog_one2one","ENSOCUG00000013073","TMEM27","ortholog_one2one"
"ENSMODG00000010767","CDK16","ENSDNOG00000017871","CDK16","ortholog_one2one","ENSOCUG00000008394","CDK16","ortholog_one2one"
"ENSMODG00000010726","USP11","ENSDNOG00000017875","USP11","ortholog_one2one","ENSOCUG00000008403","USP11","ortholog_one2one"
"ENSMODG00000017222","ACE2","ENSDNOG00000019007","ACE2","ortholog_one2one","ENSOCUG00000017782","ACE2","ortholog_one2one"
"ENSMODG00000017228","BMX","ENSDNOG00000013174","BMX","ortholog_one2one","ENSOCUG00000017771","BMX","ortholog_one2one"
"ENSMODG00000017232","PIR","ENSDNOG00000024952","PIR","ortholog_one2one","ENSOCUG00000017770","PIR","ortholog_one2one"
"ENSMODG00000017589","NXPH1","ENSDNOG00000033205","NXPH1","ortholog_one2one","ENSOCUG00000012983","NXPH1","ortholog_one2one"
"ENSMODG00000017234","FIGF","ENSDNOG00000035311","FIGF","ortholog_one2one","ENSOCUG00000017764","FIGF","ortholog_one2one"
"ENSMODG00000017236","PIGA","ENSDNOG00000008215","PIGA","ortholog_one2one","ENSOCUG00000017759","PIGA","ortholog_one2one"
"ENSMODG00000017240","ASB11","ENSDNOG00000008201","ASB11","ortholog_one2one","ENSOCUG00000017754","ASB11","ortholog_one2one"
"ENSMODG00000017595","MIOS","ENSDNOG00000011703","MIOS","ortholog_one2one","ENSOCUG00000000466","MIOS","ortholog_one2one"
"ENSMODG00000020872","FAM188B","ENSDNOG00000005222","FAM188B","ortholog_one2one","ENSOCUG00000006022","FAM188B","ortholog_one2one"
"ENSMODG00000017264","ASB9","ENSDNOG00000008190","ASB9","ortholog_one2one","ENSOCUG00000008322","ASB9","ortholog_one2one"
"ENSMODG00000010677","UBA1","ENSDNOG00000017863","UBA1","ortholog_one2one","ENSOCUG00000008376","UBA1","ortholog_one2one"
"ENSMODG00000020874","","ENSDNOG00000038954","","ortholog_one2one","ENSOCUG00000022666","","ortholog_one2one"
"ENSMODG00000017270","MOSPD2","ENSDNOG00000038240","MOSPD2","ortholog_one2one","ENSOCUG00000014560","MOSPD2","ortholog_one2one"
"ENSMODG00000020873","GHRHR","ENSDNOG00000010557","GHRHR","ortholog_one2one","ENSOCUG00000005869","GHRHR","ortholog_one2one"
"ENSMODG00000017276","FANCB","ENSDNOG00000039083","FANCB","ortholog_one2one","ENSOCUG00000010776","FANCB","ortholog_one2one"
"ENSMODG00000017294","GLRA2","ENSDNOG00000036585","GLRA2","ortholog_one2one","ENSOCUG00000011569","GLRA2","ortholog_one2one"
"ENSMODG00000020875","ADCYAP1R1","ENSDNOG00000016083","ADCYAP1R1","ortholog_one2one","ENSOCUG00000000120","ADCYAP1R1","ortholog_one2one"
"ENSMODG00000010640","RBM10","ENSDNOG00000031259","RBM10","ortholog_one2one","ENSOCUG00000006454","RBM10","ortholog_one2one"
"ENSMODG00000020876","IARS","ENSDNOG00000019773","IARS","ortholog_one2one","ENSOCUG00000016888","IARS","ortholog_one2one"
"ENSMODG00000020877","NOL8","ENSDNOG00000019774","NOL8","ortholog_one2one","ENSOCUG00000008053","NOL8","ortholog_one2one"
"ENSMODG00000017312","","ENSDNOG00000017066","","ortholog_one2one","ENSOCUG00000026814","","ortholog_one2one"
"ENSMODG00000010577","IMP4","ENSDNOG00000019221","IMP4","ortholog_one2one","ENSOCUG00000002845","IMP4","ortholog_one2one"
"ENSMODG00000025360","","ENSDNOG00000042562","","ortholog_one2one","ENSOCUG00000023430","","ortholog_one2one"
"ENSMODG00000010555","CXXC1","ENSDNOG00000032991","CXXC1","ortholog_one2one","ENSOCUG00000025756","CXXC1","ortholog_one2one"
"ENSMODG00000017328","TLR8","ENSDNOG00000036980","TLR8","ortholog_one2one","ENSOCUG00000012701","TLR8","ortholog_one2one"
"ENSMODG00000017342","FRMPD4","ENSDNOG00000040542","FRMPD4","ortholog_one2one","ENSOCUG00000027222","FRMPD4","ortholog_one2one"
"ENSMODG00000017350","MSL3","ENSDNOG00000041161","MSL3","ortholog_one2one","ENSOCUG00000028036","MSL3","ortholog_one2one"
"ENSMODG00000010429","ABT1","ENSDNOG00000043158","ABT1","ortholog_one2one","ENSOCUG00000016429","ABT1","ortholog_one2one"
"ENSMODG00000010422","GRM6","ENSDNOG00000010132","GRM6","ortholog_one2one","ENSOCUG00000001989","MGLUR6","ortholog_one2one"
"ENSMODG00000017375","HCCS","ENSDNOG00000003002","HCCS","ortholog_one2one","ENSOCUG00000010479","HCCS","ortholog_one2one"
"ENSMODG00000017425","CLCN4","ENSDNOG00000009731","CLCN4","ortholog_one2one","ENSOCUG00000025967","CLCN4","ortholog_one2one"
"ENSMODG00000010303","WDR13","ENSDNOG00000012751","WDR13","ortholog_one2one","ENSOCUG00000014470","WDR13","ortholog_one2one"
"ENSMODG00000022823","ATHL1","ENSDNOG00000040239","ATHL1","ortholog_one2one","ENSOCUG00000005158","ATHL1","ortholog_one2one"
"ENSMODG00000010324","SUV39H1","ENSDNOG00000024286","SUV39H1","ortholog_one2one","ENSOCUG00000003807","SUV39H1","ortholog_one2one"
"ENSMODG00000021182","PSMD13","ENSDNOG00000012627","PSMD13","ortholog_one2one","ENSOCUG00000004610","PSMD13","ortholog_one2one"
"ENSMODG00000010317","WAS","ENSDNOG00000034763","WAS","ortholog_one2one","ENSOCUG00000015393","WAS","ortholog_one2one"
"ENSMODG00000010292","SLC38A5","ENSDNOG00000033990","SLC38A5","ortholog_one2one","ENSOCUG00000008001","SLC38A5","ortholog_one2one"
"ENSMODG00000017475","KAL1","ENSDNOG00000006652","KAL1","ortholog_one2one","ENSOCUG00000023016","KAL1","ortholog_one2one"
"ENSMODG00000021183","SIRT3","ENSDNOG00000048422","SIRT3","ortholog_one2one","ENSOCUG00000025521","SIRT3","ortholog_one2one"
"ENSMODG00000021184","BET1L","ENSDNOG00000010922","BET1L","ortholog_one2one","ENSOCUG00000014490","BET1L","ortholog_one2one"
"ENSMODG00000010259","TBC1D25","ENSDNOG00000007135","TBC1D25","ortholog_one2one","ENSOCUG00000009251","TBC1D25","ortholog_one2one"
"ENSMODG00000010248","EBP","ENSDNOG00000041551","EBP","ortholog_one2one","ENSOCUG00000015316","EBP","ortholog_one2one"
"ENSMODG00000017519","NLGN4","ENSDNOG00000032572","","ortholog_one2one","ENSOCUG00000017162","","ortholog_one2one"
"ENSMODG00000010236","PORCN","ENSDNOG00000000110","PORCN","ortholog_one2one","ENSOCUG00000015293","PORCN","ortholog_one2one"
"ENSMODG00000010166","HDAC6","ENSDNOG00000002754","HDAC6","ortholog_one2one","ENSOCUG00000010141","HDAC6","ortholog_one2one"
"ENSMODG00000010099","GATA1","ENSDNOG00000046529","GATA1","ortholog_one2one","ENSOCUG00000025597","GATA1","ortholog_one2one"
"ENSMODG00000010092","CDK20","ENSDNOG00000045827","CDK20","ortholog_one2one","ENSOCUG00000007770","CDK20","ortholog_one2one"
"ENSMODG00000010048","SLC35A2","ENSDNOG00000015641","SLC35A2","ortholog_one2one","ENSOCUG00000011709","SLC35A2","ortholog_one2one"
"ENSMODG00000010037","PIM2","ENSDNOG00000015644","PIM2","ortholog_one2one","ENSOCUG00000015757","PIM2","ortholog_one2one"
"ENSMODG00000000326","GTPBP6","ENSDNOG00000039508","GTPBP6","ortholog_one2one","ENSOCUG00000008245","GTPBP6","ortholog_one2one"
"ENSMODG00000010033","KCND1","ENSDNOG00000033902","KCND1","ortholog_one2one","ENSOCUG00000015777","KCND1","ortholog_one2one"
"ENSMODG00000000347","PLCXD1","ENSDNOG00000046833","PLCXD1","ortholog_one2one","ENSOCUG00000025223","PLCXD1","ortholog_one2one"
"ENSMODG00000010018","GRIPAP1","ENSDNOG00000038321","GRIPAP1","ortholog_one2one","ENSOCUG00000015788","GRIPAP1","ortholog_one2one"
"ENSMODG00000000375","RGN","ENSDNOG00000002610","RGN","ortholog_one2one","ENSOCUG00000023725","RGN","ortholog_one2one"
"ENSMODG00000000444","JADE3","ENSDNOG00000035420","JADE3","ortholog_one2one","ENSOCUG00000004676","JADE3","ortholog_one2one"
"ENSMODG00000000454","RP2","ENSDNOG00000041566","RP2","ortholog_one2one","ENSOCUG00000005647","RP2","ortholog_one2one"
"ENSMODG00000000479","SLC9A7","ENSDNOG00000006587","SLC9A7","ortholog_one2one","ENSOCUG00000004230","SLC9A7","ortholog_one2one"
"ENSMODG00000009925","TFE3","ENSDNOG00000039173","TFE3","ortholog_one2one","ENSOCUG00000015807","TFE3","ortholog_one2one"
"ENSMODG00000009910","CCDC120","ENSDNOG00000017059","CCDC120","ortholog_one2one","ENSOCUG00000004644","CCDC120","ortholog_one2one"
"ENSMODG00000025332","CHST7","ENSDNOG00000006572","CHST7","ortholog_one2one","ENSOCUG00000004224","CHST7","ortholog_one2one"
"ENSMODG00000009899","SYP","ENSDNOG00000032408","SYP","ortholog_one2one","ENSOCUG00000001393","SYP","ortholog_one2one"
"ENSMODG00000000525","TUBGCP5","ENSDNOG00000036793","TUBGCP5","ortholog_one2one","ENSOCUG00000010715","TUBGCP5","ortholog_one2one"
"ENSMODG00000009894","CACNA1F","ENSDNOG00000006166","CACNA1F","ortholog_one2one","ENSOCUG00000005231","CACNA1F","ortholog_one2one"
"ENSMODG00000000554","CYFIP1","ENSDNOG00000014875","CYFIP1","ortholog_one2one","ENSOCUG00000010732","CYFIP1","ortholog_one2one"
"ENSMODG00000000565","NIPA2","ENSDNOG00000048419","NIPA2","ortholog_one2one","ENSOCUG00000010746","NIPA2","ortholog_one2one"
"ENSMODG00000000581","NIPA1","ENSDNOG00000044044","NIPA1","ortholog_one2one","ENSOCUG00000010754","NIPA1","ortholog_one2one"
"ENSMODG00000000682","HERC2","ENSDNOG00000010221","HERC2","ortholog_one2one","ENSOCUG00000006754","HERC2","ortholog_one2one"
"ENSMODG00000009860","CCDC22","ENSDNOG00000044674","CCDC22","ortholog_one2one","ENSOCUG00000027728","CCDC22","ortholog_one2one"
"ENSMODG00000009847","FOXP3","ENSDNOG00000012826","FOXP3","ortholog_one2one","ENSOCUG00000010135","FOXP3","ortholog_one2one"
"ENSMODG00000027767","PPP1R3F","ENSDNOG00000019332","PPP1R3F","ortholog_one2one","ENSOCUG00000027237","PPP1R3F","ortholog_one2one"
"ENSMODG00000009772","GPR173","ENSDNOG00000003104","GPR173","ortholog_one2one","ENSOCUG00000006716","GPR173","ortholog_one2one"
"ENSMODG00000009765","","ENSDNOG00000039467","KDM5C","ortholog_one2one","ENSOCUG00000010139","KDM5C","ortholog_one2one"
"ENSMODG00000000700","OCA2","ENSDNOG00000002109","OCA2","ortholog_one2one","ENSOCUG00000003510","OCA2","ortholog_one2one"
"ENSMODG00000010645","HK1","ENSDNOG00000014342","HK1","ortholog_one2one","ENSOCUG00000006697","HK1","ortholog_one2one"
"ENSMODG00000010681","HKDC1","ENSDNOG00000044474","HKDC1","ortholog_one2one","ENSOCUG00000004938","HKDC1","ortholog_one2one"
"ENSMODG00000010700","SUPV3L1","ENSDNOG00000004855","SUPV3L1","ortholog_one2one","ENSOCUG00000004933","SUPV3L1","ortholog_one2one"
"ENSMODG00000009707","IQSEC2","ENSDNOG00000048167","IQSEC2","ortholog_one2one","ENSOCUG00000027852","IQSEC2","ortholog_one2one"
"ENSMODG00000010661","VPS26A","ENSDNOG00000044691","VPS26A","ortholog_one2one","ENSOCUG00000001513","VPS26A","ortholog_one2one"
"ENSMODG00000010711","KIAA1279","ENSDNOG00000030736","KIAA1279","ortholog_one2one","ENSOCUG00000002894","KIAA1279","ortholog_one2one"
"ENSMODG00000010916","ERCC6L","ENSDNOG00000032356","ERCC6L","ortholog_one2one","ENSOCUG00000008724","ERCC6L","ortholog_one2one"
"ENSMODG00000010727","DDX21","ENSDNOG00000001680","DDX21","ortholog_one2one","ENSOCUG00000002888","DDX21","ortholog_one2one"
"ENSMODG00000010741","DDX50","ENSDNOG00000001675","DDX50","ortholog_one2one","ENSOCUG00000002879","DDX50","ortholog_one2one"
"ENSMODG00000000840","GABRA5","ENSDNOG00000000466","GABRA5","ortholog_one2one","ENSOCUG00000012905","GABRA5","ortholog_one2one"
"ENSMODG00000010747","STOX1","ENSDNOG00000035931","STOX1","ortholog_one2one","ENSOCUG00000002875","STOX1","ortholog_one2one"
"ENSMODG00000021356","NDC1","ENSDNOG00000018093","NDC1","ortholog_one2one","ENSOCUG00000008810","NDC1","ortholog_one2one"
"ENSMODG00000022846","NHSL2","ENSDNOG00000015744","NHSL2","ortholog_one2one","ENSOCUG00000014345","NHSL2","ortholog_one2one"
"ENSMODG00000021357","YIPF1","ENSDNOG00000004571","YIPF1","ortholog_one2one","ENSOCUG00000008821","YIPF1","ortholog_one2one"
"ENSMODG00000000898","GABRB3","ENSDNOG00000004775","GABRB3","ortholog_one2one","ENSOCUG00000003638","GABRB3","ortholog_one2one"
"ENSMODG00000021358","DIO1","ENSDNOG00000039340","DIO1","ortholog_one2one","ENSOCUG00000008826","DIO1","ortholog_one2one"
"ENSMODG00000029580","LDLRAD1","ENSDNOG00000005275","LDLRAD1","ortholog_one2one","ENSOCUG00000008126","LDLRAD1","ortholog_one2one"
"ENSMODG00000021362","TMEM59","ENSDNOG00000036756","TMEM59","ortholog_one2one","ENSOCUG00000008130","TMEM59","ortholog_one2one"
"ENSMODG00000011104","BMP15","ENSDNOG00000015377","BMP15","ortholog_one2one","ENSOCUG00000001641","BMP15","ortholog_one2one"
"ENSMODG00000021363","TCEANC2","ENSDNOG00000005240","TCEANC2","ortholog_one2one","ENSOCUG00000008136","TCEANC2","ortholog_one2one"
"ENSMODG00000022807","CDCP2","ENSDNOG00000017058","CDCP2","ortholog_one2one","ENSOCUG00000012497","CDCP2","ortholog_one2one"
"ENSMODG00000021364","","ENSDNOG00000049417","CYB5RL","ortholog_one2one","ENSOCUG00000024817","","ortholog_one2one"
"ENSMODG00000011116","SHROOM4","ENSDNOG00000040434","SHROOM4","ortholog_one2one","ENSOCUG00000014342","SHROOM4","ortholog_one2one"
