"mdom_ensembl_gid","mdom_feature_length"
"ENSMODG00000001219",483
"ENSMODG00000001220",829
"ENSMODG00000001223",1710
"ENSMODG00000001225",1497
"ENSMODG00000001226",1265
"ENSMODG00000001228",6531
"ENSMODG00000001230",786
"ENSMODG00000001231",1147
"ENSMODG00000001232",4551
"ENSMODG00000001235",1191
"ENSMODG00000001236",2802
"ENSMODG00000001238",5369.5
"ENSMODG00000001239",3473
"ENSMODG00000001240",2103
"ENSMODG00000001241",2665
"ENSMODG00000001242",2540
"ENSMODG00000001243",2456
"ENSMODG00000001244",2961
"ENSMODG00000001245",3841
"ENSMODG00000001246",3639
"ENSMODG00000001247",6655.5
"ENSMODG00000001249",690
"ENSMODG00000001250",3081
"ENSMODG00000001251",2973
"ENSMODG00000001252",2424
"ENSMODG00000001253",1566
"ENSMODG00000001254",516
"ENSMODG00000001257",915
"ENSMODG00000001258",1995
"ENSMODG00000001259",1119
"ENSMODG00000001260",1719
"ENSMODG00000001262",3963
"ENSMODG00000001263",2200
"ENSMODG00000001264",2492
"ENSMODG00000001265",1402
"ENSMODG00000001267",2085
"ENSMODG00000001268",327
"ENSMODG00000001269",1101
"ENSMODG00000001270",4191
"ENSMODG00000001273",6362
"ENSMODG00000001274",2930
"ENSMODG00000001275",318
"ENSMODG00000001277",1698
"ENSMODG00000001279",3395
"ENSMODG00000001280",3983
"ENSMODG00000001282",1965
"ENSMODG00000001284",3156
"ENSMODG00000001285",6540
"ENSMODG00000001286",1896
"ENSMODG00000001287",2356
"ENSMODG00000001289",1006
"ENSMODG00000001290",519
"ENSMODG00000001291",2449
"ENSMODG00000001292",6258
"ENSMODG00000001293",936
"ENSMODG00000001295",3098
"ENSMODG00000001296",825
"ENSMODG00000001297",957
"ENSMODG00000001298",4864
"ENSMODG00000001300",1532
"ENSMODG00000001301",1611
"ENSMODG00000001302",2751
"ENSMODG00000001303",1310
"ENSMODG00000001304",1128
"ENSMODG00000001305",966
"ENSMODG00000001306",843
"ENSMODG00000001307",6337
"ENSMODG00000001308",2928
"ENSMODG00000001310",6074
"ENSMODG00000001311",2712
"ENSMODG00000001313",1304
"ENSMODG00000001314",600
"ENSMODG00000001316",2862
"ENSMODG00000001318",2133
"ENSMODG00000001319",5423
"ENSMODG00000001320",2201
"ENSMODG00000001321",2193
"ENSMODG00000001322",3840
"ENSMODG00000001323",1166
"ENSMODG00000001324",549
"ENSMODG00000001325",984
"ENSMODG00000001327",2894
"ENSMODG00000001329",217
"ENSMODG00000001330",1880
"ENSMODG00000001331",2554
"ENSMODG00000001332",2738
"ENSMODG00000001333",1936
"ENSMODG00000001335",1294
"ENSMODG00000001336",2166
"ENSMODG00000001337",639
"ENSMODG00000001338",1748
"ENSMODG00000001339",4773
"ENSMODG00000001340",1962
"ENSMODG00000001343",636
"ENSMODG00000001344",5210
"ENSMODG00000001346",3785
"ENSMODG00000001347",825
"ENSMODG00000001348",2264
"ENSMODG00000001349",5866
"ENSMODG00000001350",3871
"ENSMODG00000001351",768
"ENSMODG00000001352",2649
"ENSMODG00000001353",4214
"ENSMODG00000001355",1431
"ENSMODG00000001356",14424
"ENSMODG00000001357",870
"ENSMODG00000001358",5528
"ENSMODG00000001359",1158
"ENSMODG00000001360",1233
"ENSMODG00000001364",1047
"ENSMODG00000001367",2005
"ENSMODG00000001368",6021
"ENSMODG00000001369",4992
"ENSMODG00000001370",2045
"ENSMODG00000001371",3027
"ENSMODG00000001372",1501
"ENSMODG00000001373",1603
"ENSMODG00000001374",3307
"ENSMODG00000001375",1112
"ENSMODG00000001377",1767
"ENSMODG00000001378",3645
"ENSMODG00000001379",411
"ENSMODG00000001380",16944
"ENSMODG00000001384",3107
"ENSMODG00000001386",1118
"ENSMODG00000001387",7951
"ENSMODG00000001388",4882
"ENSMODG00000001389",5820
"ENSMODG00000001390",6807
"ENSMODG00000001391",5683
"ENSMODG00000001392",4679
"ENSMODG00000001393",2041
"ENSMODG00000001394",2705
"ENSMODG00000001395",1852
"ENSMODG00000001396",4634
"ENSMODG00000001397",1234
"ENSMODG00000001398",3987
"ENSMODG00000001399",4161
"ENSMODG00000001402",2606
"ENSMODG00000001404",4427
"ENSMODG00000001405",498
"ENSMODG00000001406",2108
"ENSMODG00000001408",713
"ENSMODG00000001409",5884
"ENSMODG00000001410",3252
"ENSMODG00000001412",486
"ENSMODG00000001413",1542
"ENSMODG00000001414",3884
"ENSMODG00000001415",3735
"ENSMODG00000001416",318
"ENSMODG00000001417",3451
"ENSMODG00000001418",345
"ENSMODG00000001419",1035
"ENSMODG00000001420",5068
"ENSMODG00000001421",2633
"ENSMODG00000001422",4698
"ENSMODG00000001423",6623
"ENSMODG00000001424",1596
"ENSMODG00000001425",387
"ENSMODG00000001426",555
"ENSMODG00000001427",4509
"ENSMODG00000001428",570
"ENSMODG00000001430",4701
"ENSMODG00000001431",2545
"ENSMODG00000001433",1596
"ENSMODG00000001434",3745
"ENSMODG00000001435",1868
"ENSMODG00000001436",2469
"ENSMODG00000001437",1389
"ENSMODG00000001441",3582
"ENSMODG00000001442",3991
"ENSMODG00000001444",1899
"ENSMODG00000001445",189
"ENSMODG00000001446",2535
"ENSMODG00000001448",5456
"ENSMODG00000001449",1199
"ENSMODG00000001450",5522
"ENSMODG00000001451",2623
"ENSMODG00000001452",312
"ENSMODG00000001453",792
"ENSMODG00000001455",1074
"ENSMODG00000001456",888
"ENSMODG00000001457",1954
"ENSMODG00000001458",1252
"ENSMODG00000001460",10784
"ENSMODG00000001462",1437
"ENSMODG00000001464",2892
"ENSMODG00000001465",3093
"ENSMODG00000001467",1452
"ENSMODG00000001468",2432
"ENSMODG00000001470",3054
"ENSMODG00000001471",1667
"ENSMODG00000001472",2364
"ENSMODG00000001473",1559
"ENSMODG00000001474",500
"ENSMODG00000001476",683
"ENSMODG00000001478",942
"ENSMODG00000001481",4029
"ENSMODG00000001482",5089
"ENSMODG00000001483",1497
"ENSMODG00000001484",6788
"ENSMODG00000001485",1397
"ENSMODG00000001489",1446
"ENSMODG00000001490",8879
"ENSMODG00000001491",1366
"ENSMODG00000001493",2610
"ENSMODG00000001494",5893
"ENSMODG00000001497",1368.5
"ENSMODG00000001498",609
"ENSMODG00000001499",1486
"ENSMODG00000001500",4262.5
"ENSMODG00000001501",2108
"ENSMODG00000001502",4870
"ENSMODG00000001503",654
"ENSMODG00000001504",525
"ENSMODG00000001505",1623
"ENSMODG00000001506",3121
"ENSMODG00000001507",4918
"ENSMODG00000001508",771
"ENSMODG00000001509",2652
"ENSMODG00000001511",3809
"ENSMODG00000001512",687
"ENSMODG00000001513",2530
"ENSMODG00000001514",5182
"ENSMODG00000001515",1359
"ENSMODG00000001516",2488
"ENSMODG00000001517",2845.5
"ENSMODG00000001518",1665
"ENSMODG00000001519",831
"ENSMODG00000001520",2732
"ENSMODG00000001521",2005
"ENSMODG00000001522",7895
"ENSMODG00000001523",5879
"ENSMODG00000001524",1555
"ENSMODG00000001525",4041
"ENSMODG00000001526",3375
"ENSMODG00000001528",3330
"ENSMODG00000001530",4174
"ENSMODG00000001531",2539
"ENSMODG00000001532",1061
"ENSMODG00000001533",2669
"ENSMODG00000001534",967.5
"ENSMODG00000001535",2169
"ENSMODG00000001537",2860
"ENSMODG00000001538",3411
"ENSMODG00000001539",5913
"ENSMODG00000001540",8936
"ENSMODG00000001542",1184
"ENSMODG00000001543",732
"ENSMODG00000001544",759
"ENSMODG00000001545",1107
"ENSMODG00000001547",2966
"ENSMODG00000001548",845
"ENSMODG00000001550",882
"ENSMODG00000001551",2438
"ENSMODG00000001556",2994
"ENSMODG00000001557",1602
"ENSMODG00000001558",6830
"ENSMODG00000001559",5450
"ENSMODG00000001560",1131
"ENSMODG00000001562",260
"ENSMODG00000001563",981
"ENSMODG00000001565",6850
"ENSMODG00000001566",1235
"ENSMODG00000001567",954
"ENSMODG00000001568",4534
"ENSMODG00000001570",714
"ENSMODG00000001571",3652
"ENSMODG00000001572",957
"ENSMODG00000001573",1311
"ENSMODG00000001574",3315
"ENSMODG00000001575",1041
"ENSMODG00000001577",2827
"ENSMODG00000001578",1962
"ENSMODG00000001579",2392
"ENSMODG00000001580",1347
"ENSMODG00000001582",2228
"ENSMODG00000001583",7217
"ENSMODG00000001584",1596
"ENSMODG00000001585",2214
"ENSMODG00000001586",1300.5
"ENSMODG00000001588",3319
"ENSMODG00000001589",1191
"ENSMODG00000001590",750
"ENSMODG00000001591",2750
"ENSMODG00000001592",1068
"ENSMODG00000001593",651
"ENSMODG00000001594",1832
"ENSMODG00000001595",960
"ENSMODG00000001599",945
"ENSMODG00000001600",1293
"ENSMODG00000001601",6417
"ENSMODG00000001602",1578
"ENSMODG00000001603",2302
"ENSMODG00000001605",1828
"ENSMODG00000001607",2381
"ENSMODG00000001608",975
"ENSMODG00000001609",2185
"ENSMODG00000001611",1293
"ENSMODG00000001618",6576
"ENSMODG00000001619",1368
"ENSMODG00000001620",1638
"ENSMODG00000001625",1305
"ENSMODG00000001626",16416
"ENSMODG00000001627",1566
"ENSMODG00000001629",3109
"ENSMODG00000001630",3275
"ENSMODG00000001631",811
"ENSMODG00000001632",792
"ENSMODG00000001634",969
"ENSMODG00000001635",8104
"ENSMODG00000001637",1770
"ENSMODG00000001638",4648
"ENSMODG00000001639",531
"ENSMODG00000001640",6439
"ENSMODG00000001641",2784
"ENSMODG00000001642",3142
"ENSMODG00000001644",1350
"ENSMODG00000001646",1391
"ENSMODG00000001647",790
"ENSMODG00000001649",861
"ENSMODG00000001650",816
"ENSMODG00000001652",4782
"ENSMODG00000001653",1545
"ENSMODG00000001655",1138
"ENSMODG00000001656",3112
"ENSMODG00000001657",1872
"ENSMODG00000001658",1548
"ENSMODG00000001661",3706
"ENSMODG00000001662",6232
"ENSMODG00000001665",810
"ENSMODG00000001667",5847
"ENSMODG00000001668",3275
"ENSMODG00000001669",1352.5
"ENSMODG00000001670",1479
"ENSMODG00000001672",936
"ENSMODG00000001673",5609
"ENSMODG00000001674",1848
"ENSMODG00000001675",2856.5
"ENSMODG00000001677",1195
"ENSMODG00000001678",570
"ENSMODG00000001679",6684
"ENSMODG00000001681",8196
"ENSMODG00000001686",2911
"ENSMODG00000001687",5130
"ENSMODG00000001688",4981
"ENSMODG00000001689",483
"ENSMODG00000001690",3086
"ENSMODG00000001691",5498
"ENSMODG00000001692",4001
"ENSMODG00000001693",1898
"ENSMODG00000001694",2990
"ENSMODG00000001695",5153
"ENSMODG00000001697",3499
"ENSMODG00000001698",609
"ENSMODG00000001699",1799
"ENSMODG00000001700",3623
"ENSMODG00000001701",2180
"ENSMODG00000001702",6574
"ENSMODG00000001703",612
"ENSMODG00000001704",584
"ENSMODG00000001705",1143
"ENSMODG00000001706",1108
"ENSMODG00000001708",2853
"ENSMODG00000001709",1542
"ENSMODG00000001710",1696
"ENSMODG00000001711",837
"ENSMODG00000001715",5192
"ENSMODG00000001716",5751
"ENSMODG00000001718",1644
"ENSMODG00000001720",3538
"ENSMODG00000001721",3714
"ENSMODG00000001722",735
"ENSMODG00000001723",3383
"ENSMODG00000001724",6587
"ENSMODG00000001725",7006
"ENSMODG00000001726",5707
"ENSMODG00000001727",961
"ENSMODG00000001728",846
"ENSMODG00000001729",1879.5
"ENSMODG00000001730",6200
"ENSMODG00000001731",5655
"ENSMODG00000001734",3315
"ENSMODG00000001735",2404
"ENSMODG00000001736",7111
"ENSMODG00000001737",5885
"ENSMODG00000001738",1939
"ENSMODG00000001739",6951
"ENSMODG00000001740",654
"ENSMODG00000001741",3105
"ENSMODG00000001742",4883
"ENSMODG00000001744",2275
"ENSMODG00000001746",2619
"ENSMODG00000001747",3398
"ENSMODG00000001748",2949
"ENSMODG00000001750",3357
"ENSMODG00000001752",4831
"ENSMODG00000001753",1440
"ENSMODG00000001755",3028
"ENSMODG00000001756",2252
"ENSMODG00000001757",4603
"ENSMODG00000001759",4555
"ENSMODG00000001760",3395
"ENSMODG00000001762",3787
"ENSMODG00000001763",1272
"ENSMODG00000001764",1443
"ENSMODG00000001765",267
"ENSMODG00000001766",5428
"ENSMODG00000001767",1191
"ENSMODG00000001769",2927
"ENSMODG00000001770",5738
"ENSMODG00000001771",2674
"ENSMODG00000001772",4110
"ENSMODG00000001775",1652
"ENSMODG00000001777",6005
"ENSMODG00000001778",4019
"ENSMODG00000001780",2021.5
"ENSMODG00000001782",7847
"ENSMODG00000001783",5688
"ENSMODG00000001784",5318
"ENSMODG00000001785",9103
"ENSMODG00000001788",8635
"ENSMODG00000001789",4076
"ENSMODG00000001790",1257
"ENSMODG00000001792",4365
"ENSMODG00000001794",969
"ENSMODG00000001795",1894
"ENSMODG00000001796",4319
"ENSMODG00000001797",4443
"ENSMODG00000001799",2217
"ENSMODG00000001800",5563
"ENSMODG00000001801",2143
"ENSMODG00000001803",3627
"ENSMODG00000001804",3012
"ENSMODG00000001805",3047
"ENSMODG00000001806",1991
"ENSMODG00000001807",3371
"ENSMODG00000001808",5370
"ENSMODG00000001809",291
"ENSMODG00000001810",1716
"ENSMODG00000001811",2813
"ENSMODG00000001812",1213
"ENSMODG00000001813",1791
"ENSMODG00000001814",2646
"ENSMODG00000001815",5077
"ENSMODG00000001816",7867
"ENSMODG00000001817",1902
"ENSMODG00000001818",2300
"ENSMODG00000001819",577
"ENSMODG00000001820",3422
"ENSMODG00000001821",5184
"ENSMODG00000001823",408
"ENSMODG00000001824",3898
"ENSMODG00000001825",4215
"ENSMODG00000001827",1568
"ENSMODG00000001828",7446
"ENSMODG00000001829",5176
"ENSMODG00000001830",3716
"ENSMODG00000001831",1628
"ENSMODG00000001832",1137.5
"ENSMODG00000001833",2193
"ENSMODG00000001835",510
"ENSMODG00000001837",1239
"ENSMODG00000001838",8351
"ENSMODG00000001840",4963
"ENSMODG00000001842",3819
"ENSMODG00000001843",629
"ENSMODG00000001844",1692
"ENSMODG00000001846",2757
"ENSMODG00000001847",2368
"ENSMODG00000001848",775
"ENSMODG00000001852",2249.5
"ENSMODG00000001853",489
"ENSMODG00000001854",705
"ENSMODG00000001856",1234
"ENSMODG00000001857",864
"ENSMODG00000001859",4865
"ENSMODG00000001860",336
"ENSMODG00000001863",549
"ENSMODG00000001864",3235
"ENSMODG00000001865",3295
"ENSMODG00000001866",1350
"ENSMODG00000001868",732
"ENSMODG00000001869",507
"ENSMODG00000001870",1670
"ENSMODG00000001871",3391
"ENSMODG00000001872",1617
"ENSMODG00000001873",6402
"ENSMODG00000001874",2748
"ENSMODG00000001875",2565
"ENSMODG00000001876",726
"ENSMODG00000001877",3945
"ENSMODG00000001878",2676
"ENSMODG00000001879",975
"ENSMODG00000001880",4881
"ENSMODG00000001881",675
"ENSMODG00000001883",2859
"ENSMODG00000001884",7720
"ENSMODG00000001885",5460
"ENSMODG00000001886",4700
"ENSMODG00000001887",2733
"ENSMODG00000001888",5650
"ENSMODG00000001889",1828
"ENSMODG00000001890",2672
"ENSMODG00000001891",5023
"ENSMODG00000001892",2501
"ENSMODG00000001893",2772
"ENSMODG00000001894",1079.5
"ENSMODG00000001895",5692
"ENSMODG00000001896",6527
"ENSMODG00000001897",6581
"ENSMODG00000001899",2048
"ENSMODG00000001900",1667
"ENSMODG00000001901",1765
"ENSMODG00000001902",1217
"ENSMODG00000001903",3125
"ENSMODG00000001904",5827
"ENSMODG00000001905",639
"ENSMODG00000001906",4702
"ENSMODG00000001908",543
"ENSMODG00000001909",1719
"ENSMODG00000001910",768
"ENSMODG00000001911",687
"ENSMODG00000001912",7129
"ENSMODG00000001913",2386
"ENSMODG00000001914",2667
"ENSMODG00000001915",3428
"ENSMODG00000001916",497
"ENSMODG00000001917",3150
"ENSMODG00000001918",2114
"ENSMODG00000001919",6181
"ENSMODG00000001920",3910
"ENSMODG00000001921",579
"ENSMODG00000001922",4759
"ENSMODG00000001923",738
"ENSMODG00000001925",3947
"ENSMODG00000001926",5722
"ENSMODG00000001927",5263
"ENSMODG00000001928",3815
"ENSMODG00000001929",1258
"ENSMODG00000001930",309
"ENSMODG00000001931",780
"ENSMODG00000001932",9799
"ENSMODG00000001933",1083
"ENSMODG00000001934",8272
"ENSMODG00000001935",2583
"ENSMODG00000001936",963
"ENSMODG00000001937",3816
"ENSMODG00000001939",1187
"ENSMODG00000001940",627
"ENSMODG00000001941",756
"ENSMODG00000001942",6432
"ENSMODG00000001943",564
"ENSMODG00000001944",5939
"ENSMODG00000001946",312
"ENSMODG00000001947",1974
"ENSMODG00000001948",1523
"ENSMODG00000001949",2006
"ENSMODG00000001950",1637
"ENSMODG00000001951",2265
"ENSMODG00000001952",3520
"ENSMODG00000001954",2205
"ENSMODG00000001955",1676
"ENSMODG00000001956",5661
"ENSMODG00000001957",13752
"ENSMODG00000001959",1095
"ENSMODG00000001960",3122
"ENSMODG00000001961",4458
"ENSMODG00000001962",3443
"ENSMODG00000001963",1275
"ENSMODG00000001964",5296
"ENSMODG00000001966",3119
"ENSMODG00000001967",882
"ENSMODG00000001969",2085
"ENSMODG00000001970",447
"ENSMODG00000001972",1072
"ENSMODG00000001973",5363
"ENSMODG00000001974",1920
"ENSMODG00000001975",1099
"ENSMODG00000001977",1323
"ENSMODG00000001978",3205
"ENSMODG00000001979",2727
"ENSMODG00000001980",5584
"ENSMODG00000001981",1505
"ENSMODG00000001982",3302
"ENSMODG00000001983",5781
"ENSMODG00000001984",2361
"ENSMODG00000001985",1350
"ENSMODG00000001986",3048
"ENSMODG00000001987",2178
"ENSMODG00000001988",1197
"ENSMODG00000001989",585
"ENSMODG00000001990",4658
"ENSMODG00000001991",6863
"ENSMODG00000001992",1472
"ENSMODG00000001993",7037
"ENSMODG00000001994",7182
"ENSMODG00000001995",1969
"ENSMODG00000001996",1616
"ENSMODG00000001998",219
"ENSMODG00000001999",5847
"ENSMODG00000002000",1966
"ENSMODG00000002001",1223
"ENSMODG00000002002",1429
"ENSMODG00000002003",2846
"ENSMODG00000002005",1368
"ENSMODG00000002006",4077
"ENSMODG00000002007",654
"ENSMODG00000002009",5046
"ENSMODG00000002010",4776
"ENSMODG00000002011",435
"ENSMODG00000002012",177
"ENSMODG00000002014",1327
"ENSMODG00000002015",1368
"ENSMODG00000002016",3284
"ENSMODG00000002018",3241
"ENSMODG00000002019",4521
"ENSMODG00000002020",669
"ENSMODG00000002021",4635
"ENSMODG00000002022",4662
"ENSMODG00000002023",1248
"ENSMODG00000002024",7594
"ENSMODG00000002025",1026
"ENSMODG00000002026",3779
"ENSMODG00000002027",6743
"ENSMODG00000002030",5273
"ENSMODG00000002031",9682
"ENSMODG00000002032",2324
"ENSMODG00000002033",2467
"ENSMODG00000002034",1093
"ENSMODG00000002035",2479.5
"ENSMODG00000002037",7197
"ENSMODG00000002038",1317
"ENSMODG00000002039",5081
"ENSMODG00000002040",1851
"ENSMODG00000002041",1176
"ENSMODG00000002042",5034
"ENSMODG00000002043",1452.5
"ENSMODG00000002044",2723
"ENSMODG00000002046",2212
"ENSMODG00000002047",4132
"ENSMODG00000002048",3177
"ENSMODG00000002049",540
"ENSMODG00000002050",1403
"ENSMODG00000002051",1083
"ENSMODG00000002052",5994
"ENSMODG00000002053",4317
"ENSMODG00000002055",1217
"ENSMODG00000002056",648
"ENSMODG00000002057",3024
"ENSMODG00000002058",10476
"ENSMODG00000002059",2606
"ENSMODG00000002060",1422
"ENSMODG00000002061",5259
"ENSMODG00000002062",2397
"ENSMODG00000002069",4504
"ENSMODG00000002070",2436
"ENSMODG00000002071",3612
"ENSMODG00000002073",3007
"ENSMODG00000002074",4607
"ENSMODG00000002075",2980
"ENSMODG00000002076",1246
"ENSMODG00000002078",1238
"ENSMODG00000002080",2755
"ENSMODG00000002081",4980
"ENSMODG00000002082",1218
"ENSMODG00000002084",378
"ENSMODG00000002085",2280
"ENSMODG00000002087",1663
"ENSMODG00000002089",3371
"ENSMODG00000002091",724.5
"ENSMODG00000002092",7294
"ENSMODG00000002093",1986
"ENSMODG00000002094",4712
"ENSMODG00000002095",330
"ENSMODG00000002096",1459.5
"ENSMODG00000002097",525
"ENSMODG00000002099",630
"ENSMODG00000002100",2861.5
"ENSMODG00000002101",2844
"ENSMODG00000002103",675
"ENSMODG00000002104",6592
"ENSMODG00000002105",1128
"ENSMODG00000002106",5760
"ENSMODG00000002107",2326
"ENSMODG00000002109",576
"ENSMODG00000002110",5014
"ENSMODG00000002113",1463
"ENSMODG00000002114",2286
"ENSMODG00000002115",528
"ENSMODG00000002116",3887
"ENSMODG00000002117",1852
"ENSMODG00000002119",1865
"ENSMODG00000002120",3719
"ENSMODG00000002122",9625
"ENSMODG00000002124",2931.5
"ENSMODG00000002125",6893.5
"ENSMODG00000002127",1845
"ENSMODG00000002130",6998
"ENSMODG00000002131",4446
"ENSMODG00000002132",225
"ENSMODG00000002133",1793
"ENSMODG00000002134",1161
"ENSMODG00000002137",6509
"ENSMODG00000002138",3408
"ENSMODG00000002139",1419
"ENSMODG00000002140",327
"ENSMODG00000002141",5288
"ENSMODG00000002142",1542
"ENSMODG00000002143",4888
"ENSMODG00000002144",1418
"ENSMODG00000002145",3119.5
"ENSMODG00000002147",3170
"ENSMODG00000002148",6085
"ENSMODG00000002150",6574
"ENSMODG00000002151",1355
"ENSMODG00000002152",2094
"ENSMODG00000002153",5113
"ENSMODG00000002154",4873
"ENSMODG00000002155",2575
"ENSMODG00000002156",780
"ENSMODG00000002157",435
"ENSMODG00000002158",1839
"ENSMODG00000002159",2864
"ENSMODG00000002160",2238
"ENSMODG00000002161",3050
"ENSMODG00000002162",633
"ENSMODG00000002163",3754
"ENSMODG00000002164",906
"ENSMODG00000002165",657
"ENSMODG00000002166",906
"ENSMODG00000002167",4998
"ENSMODG00000002168",4442
"ENSMODG00000002169",461
"ENSMODG00000002170",2387
"ENSMODG00000002171",852
"ENSMODG00000002172",1743
"ENSMODG00000002173",1191
"ENSMODG00000002174",5014.5
"ENSMODG00000002175",4981
"ENSMODG00000002176",285
"ENSMODG00000002178",5322
"ENSMODG00000002179",1574
"ENSMODG00000002180",963
"ENSMODG00000002181",5042
"ENSMODG00000002182",6203
"ENSMODG00000002183",2463
"ENSMODG00000002184",2475
"ENSMODG00000002186",644
"ENSMODG00000002189",9551
"ENSMODG00000002190",3587
"ENSMODG00000002191",2033
"ENSMODG00000002192",5910
"ENSMODG00000002193",1640
"ENSMODG00000002194",1645
"ENSMODG00000002196",7871
"ENSMODG00000002197",693
"ENSMODG00000002199",5843
"ENSMODG00000002200",981
"ENSMODG00000002202",1590
"ENSMODG00000002203",1515
"ENSMODG00000002205",383
"ENSMODG00000002206",3669
"ENSMODG00000002207",1113
"ENSMODG00000002208",1755
"ENSMODG00000002209",2478
"ENSMODG00000002210",393
"ENSMODG00000002211",895
"ENSMODG00000002212",3938
"ENSMODG00000002213",3182
"ENSMODG00000002215",1728
"ENSMODG00000002216",3341
"ENSMODG00000002217",1268
"ENSMODG00000002218",2789
"ENSMODG00000002220",7430
"ENSMODG00000002221",4558
"ENSMODG00000002222",3581
"ENSMODG00000002223",3438
"ENSMODG00000002224",1029
"ENSMODG00000002226",4054
"ENSMODG00000002228",2916
"ENSMODG00000002229",951
"ENSMODG00000002230",3361
"ENSMODG00000002231",1372
"ENSMODG00000002234",2523
"ENSMODG00000002236",6362
"ENSMODG00000002237",453
"ENSMODG00000002238",1827
"ENSMODG00000002239",3103
"ENSMODG00000002241",3622
"ENSMODG00000002243",7485
"ENSMODG00000002244",5516
"ENSMODG00000002245",1032
"ENSMODG00000002246",550
"ENSMODG00000002248",1164
"ENSMODG00000002249",1698
"ENSMODG00000002250",4952
"ENSMODG00000002252",2174
"ENSMODG00000002253",2980
