"dnov_ensembl_gid","dnov_feature_length"
"ENSDNOG00000002014",705
"ENSDNOG00000002015",2808
"ENSDNOG00000002017",5036
"ENSDNOG00000002018",4941.5
"ENSDNOG00000002024",5092
"ENSDNOG00000002028",951
"ENSDNOG00000002029",4937
"ENSDNOG00000002035",4087
"ENSDNOG00000002036",1886
"ENSDNOG00000002038",2369
"ENSDNOG00000002044",1632
"ENSDNOG00000002048",4812
"ENSDNOG00000002051",3489
"ENSDNOG00000002056",1535
"ENSDNOG00000002057",1404
"ENSDNOG00000002058",5587
"ENSDNOG00000002060",1537
"ENSDNOG00000002063",6131
"ENSDNOG00000002067",3760
"ENSDNOG00000002068",1539
"ENSDNOG00000002069",773
"ENSDNOG00000002073",5239
"ENSDNOG00000002075",4004
"ENSDNOG00000002076",2023.5
"ENSDNOG00000002078",1717.5
"ENSDNOG00000002079",3360
"ENSDNOG00000002083",2025
"ENSDNOG00000002084",2553
"ENSDNOG00000002092",6322
"ENSDNOG00000002097",576
"ENSDNOG00000002098",1373
"ENSDNOG00000002105",2320
"ENSDNOG00000002109",1626
"ENSDNOG00000002110",1556
"ENSDNOG00000002113",9418
"ENSDNOG00000002114",3948
"ENSDNOG00000002115",5302
"ENSDNOG00000002118",2871
"ENSDNOG00000002121",1071
"ENSDNOG00000002122",1395
"ENSDNOG00000002126",1338
"ENSDNOG00000002127",1896
"ENSDNOG00000002128",6509
"ENSDNOG00000002131",17061
"ENSDNOG00000002132",1620
"ENSDNOG00000002134",5964
"ENSDNOG00000002141",2898
"ENSDNOG00000002142",1716
"ENSDNOG00000002144",3233
"ENSDNOG00000002149",1966
"ENSDNOG00000002152",1880
"ENSDNOG00000002153",3079.5
"ENSDNOG00000002157",2466
"ENSDNOG00000002159",5469
"ENSDNOG00000002161",228
"ENSDNOG00000002162",990
"ENSDNOG00000002167",1447
"ENSDNOG00000002168",5319
"ENSDNOG00000002173",11832
"ENSDNOG00000002174",396
"ENSDNOG00000002177",593
"ENSDNOG00000002180",3118
"ENSDNOG00000002182",7623
"ENSDNOG00000002185",14187
"ENSDNOG00000002186",2563
"ENSDNOG00000002187",6987
"ENSDNOG00000002189",960
"ENSDNOG00000002190",694
"ENSDNOG00000002191",1063.5
"ENSDNOG00000002196",1395
"ENSDNOG00000002203",1431
"ENSDNOG00000002205",1383
"ENSDNOG00000002206",6819
"ENSDNOG00000002207",1843
"ENSDNOG00000002208",2937
"ENSDNOG00000002209",6287
"ENSDNOG00000002211",3702
"ENSDNOG00000002212",1332
"ENSDNOG00000002213",2262
"ENSDNOG00000002214",900
"ENSDNOG00000002215",858
"ENSDNOG00000002216",4709
"ENSDNOG00000002219",1050
"ENSDNOG00000002220",516
"ENSDNOG00000002222",3210
"ENSDNOG00000002227",1297
"ENSDNOG00000002228",2622
"ENSDNOG00000002232",939
"ENSDNOG00000002233",447
"ENSDNOG00000002235",2355
"ENSDNOG00000002236",1128
"ENSDNOG00000002237",1135
"ENSDNOG00000002241",4352
"ENSDNOG00000002243",3663
"ENSDNOG00000002244",3179
"ENSDNOG00000002245",4762
"ENSDNOG00000002246",894
"ENSDNOG00000002250",1944
"ENSDNOG00000002251",2547
"ENSDNOG00000002252",1618.5
"ENSDNOG00000002253",1200
"ENSDNOG00000002254",3008
"ENSDNOG00000002257",3717
"ENSDNOG00000002259",1866
"ENSDNOG00000002260",516
"ENSDNOG00000002261",849
"ENSDNOG00000002262",1704
"ENSDNOG00000002265",1952
"ENSDNOG00000002267",375
"ENSDNOG00000002275",1436
"ENSDNOG00000002276",977
"ENSDNOG00000002277",1170
"ENSDNOG00000002278",387
"ENSDNOG00000002279",564
"ENSDNOG00000002280",1403
"ENSDNOG00000002281",3110
"ENSDNOG00000002284",2400
"ENSDNOG00000002285",3718
"ENSDNOG00000002289",456
"ENSDNOG00000002293",8940
"ENSDNOG00000002295",9159
"ENSDNOG00000002297",1203
"ENSDNOG00000002299",6331
"ENSDNOG00000002302",1469
"ENSDNOG00000002303",1759
"ENSDNOG00000002304",1302
"ENSDNOG00000002308",1902
"ENSDNOG00000002314",1049
"ENSDNOG00000002317",4749
"ENSDNOG00000002320",948
"ENSDNOG00000002326",3307
"ENSDNOG00000002327",7570
"ENSDNOG00000002329",6542.5
"ENSDNOG00000002330",1564
"ENSDNOG00000002334",3571
"ENSDNOG00000002337",1296
"ENSDNOG00000002338",1655
"ENSDNOG00000002340",2313
"ENSDNOG00000002341",2365
"ENSDNOG00000002342",1233
"ENSDNOG00000002344",4241
"ENSDNOG00000002345",1236
"ENSDNOG00000002346",1732
"ENSDNOG00000002349",447
"ENSDNOG00000002352",1374
"ENSDNOG00000002355",1994
"ENSDNOG00000002358",2917.5
"ENSDNOG00000002361",7055
"ENSDNOG00000002362",1020
"ENSDNOG00000002365",384
"ENSDNOG00000002369",7667
"ENSDNOG00000002373",2378
"ENSDNOG00000002375",660
"ENSDNOG00000002376",940
"ENSDNOG00000002378",93
"ENSDNOG00000002379",1390
"ENSDNOG00000002384",2513
"ENSDNOG00000002385",1114
"ENSDNOG00000002386",978
"ENSDNOG00000002387",930
"ENSDNOG00000002388",1515
"ENSDNOG00000002389",1736
"ENSDNOG00000002390",3975
"ENSDNOG00000002391",3683
"ENSDNOG00000002392",2532
"ENSDNOG00000002393",1276.5
"ENSDNOG00000002395",489
"ENSDNOG00000002398",651
"ENSDNOG00000002399",1270
"ENSDNOG00000002400",369
"ENSDNOG00000002402",1251
"ENSDNOG00000002403",936.5
"ENSDNOG00000002404",933
"ENSDNOG00000002406",2506
"ENSDNOG00000002407",3463
"ENSDNOG00000002408",15558
"ENSDNOG00000002410",7752
"ENSDNOG00000002412",1044
"ENSDNOG00000002415",1594
"ENSDNOG00000002418",675
"ENSDNOG00000002422",1854
"ENSDNOG00000002424",1854
"ENSDNOG00000002426",1696
"ENSDNOG00000002429",2226
"ENSDNOG00000002431",3102
"ENSDNOG00000002433",690
"ENSDNOG00000002434",483
"ENSDNOG00000002435",2385
"ENSDNOG00000002438",1673
"ENSDNOG00000002440",856
"ENSDNOG00000002442",798
"ENSDNOG00000002450",753
"ENSDNOG00000002451",1313
"ENSDNOG00000002455",882
"ENSDNOG00000002456",5697
"ENSDNOG00000002458",531
"ENSDNOG00000002461",6741
"ENSDNOG00000002467",437
"ENSDNOG00000002469",1449
"ENSDNOG00000002470",627
"ENSDNOG00000002472",381
"ENSDNOG00000002473",732
"ENSDNOG00000002477",1397
"ENSDNOG00000002478",1119
"ENSDNOG00000002479",1517
"ENSDNOG00000002480",3198
"ENSDNOG00000002481",3191
"ENSDNOG00000002484",5700
"ENSDNOG00000002486",5142
"ENSDNOG00000002488",6116.5
"ENSDNOG00000002490",351
"ENSDNOG00000002491",4518.5
"ENSDNOG00000002492",2782
"ENSDNOG00000002494",3276
"ENSDNOG00000002495",2559
"ENSDNOG00000002498",675
"ENSDNOG00000002500",948
"ENSDNOG00000002501",1686
"ENSDNOG00000002502",3146
"ENSDNOG00000002505",1131
"ENSDNOG00000002506",981
"ENSDNOG00000002511",3408
"ENSDNOG00000002515",1760
"ENSDNOG00000002518",2801
"ENSDNOG00000002519",7587
"ENSDNOG00000002520",3628
"ENSDNOG00000002521",1500
"ENSDNOG00000002528",1919
"ENSDNOG00000002530",1817
"ENSDNOG00000002532",1416
"ENSDNOG00000002534",7437
"ENSDNOG00000002535",1563
"ENSDNOG00000002537",5144
"ENSDNOG00000002541",447
"ENSDNOG00000002542",3417
"ENSDNOG00000002547",1290
"ENSDNOG00000002552",1921
"ENSDNOG00000002553",2589
"ENSDNOG00000002556",3677
"ENSDNOG00000002558",6064
"ENSDNOG00000002563",714
"ENSDNOG00000002564",653.5
"ENSDNOG00000002565",4501
"ENSDNOG00000002572",2889
"ENSDNOG00000002573",6284
"ENSDNOG00000002579",1134
"ENSDNOG00000002581",4204
"ENSDNOG00000002582",2047
"ENSDNOG00000002583",1098
"ENSDNOG00000002584",3006
"ENSDNOG00000002588",1791.5
"ENSDNOG00000002589",4477
"ENSDNOG00000002593",1968
"ENSDNOG00000002594",3852
"ENSDNOG00000002596",1053
"ENSDNOG00000002598",11982
"ENSDNOG00000002599",780
"ENSDNOG00000002606",3090
"ENSDNOG00000002610",1568
"ENSDNOG00000002611",2985
"ENSDNOG00000002612",2538
"ENSDNOG00000002613",1074
"ENSDNOG00000002614",6162
"ENSDNOG00000002616",963
"ENSDNOG00000002617",1831
"ENSDNOG00000002618",1494
"ENSDNOG00000002619",2651
"ENSDNOG00000002622",2094
"ENSDNOG00000002623",2710
"ENSDNOG00000002625",1176
"ENSDNOG00000002626",1212
"ENSDNOG00000002627",5882
"ENSDNOG00000002630",2022
"ENSDNOG00000002631",2004
"ENSDNOG00000002633",282
"ENSDNOG00000002634",1926
"ENSDNOG00000002635",908
"ENSDNOG00000002641",834
"ENSDNOG00000002643",3222
"ENSDNOG00000002646",1787
"ENSDNOG00000002649",6450
"ENSDNOG00000002650",6544
"ENSDNOG00000002653",14080
"ENSDNOG00000002655",2814
"ENSDNOG00000002660",1339
"ENSDNOG00000002672",3329
"ENSDNOG00000002674",3366
"ENSDNOG00000002675",3497.5
"ENSDNOG00000002677",1347
"ENSDNOG00000002681",354
"ENSDNOG00000002682",4738
"ENSDNOG00000002683",510
"ENSDNOG00000002684",1374
"ENSDNOG00000002686",1704
"ENSDNOG00000002689",2956
"ENSDNOG00000002690",730
"ENSDNOG00000002694",6353
"ENSDNOG00000002699",1416
"ENSDNOG00000002700",5335
"ENSDNOG00000002702",1641
"ENSDNOG00000002703",1686
"ENSDNOG00000002705",2147
"ENSDNOG00000002708",1329
"ENSDNOG00000002712",4260
"ENSDNOG00000002713",1799
"ENSDNOG00000002714",998
"ENSDNOG00000002717",1050
"ENSDNOG00000002724",2501
"ENSDNOG00000002725",4468
"ENSDNOG00000002729",2409
"ENSDNOG00000002731",7521
"ENSDNOG00000002733",9463
"ENSDNOG00000002734",3627
"ENSDNOG00000002737",2200
"ENSDNOG00000002738",4282
"ENSDNOG00000002739",2187
"ENSDNOG00000002740",2639.5
"ENSDNOG00000002741",5277
"ENSDNOG00000002743",3963.5
"ENSDNOG00000002744",1071
"ENSDNOG00000002745",899
"ENSDNOG00000002746",5962
"ENSDNOG00000002747",1305
"ENSDNOG00000002751",573
"ENSDNOG00000002753",2049
"ENSDNOG00000002754",3627
"ENSDNOG00000002757",1320
"ENSDNOG00000002760",677
"ENSDNOG00000002763",1468
"ENSDNOG00000002766",3998
"ENSDNOG00000002769",339
"ENSDNOG00000002771",1571
"ENSDNOG00000002773",618
"ENSDNOG00000002774",300
"ENSDNOG00000002776",1561
"ENSDNOG00000002782",3207
"ENSDNOG00000002783",2707
"ENSDNOG00000002784",1203
"ENSDNOG00000002787",12968
"ENSDNOG00000002790",1617
"ENSDNOG00000002791",783
"ENSDNOG00000002796",661
"ENSDNOG00000002798",1332
"ENSDNOG00000002799",4867
"ENSDNOG00000002801",8497
"ENSDNOG00000002803",4366.5
"ENSDNOG00000002806",1545
"ENSDNOG00000002807",3498
"ENSDNOG00000002812",885
"ENSDNOG00000002813",682
"ENSDNOG00000002814",2364
"ENSDNOG00000002816",2337
"ENSDNOG00000002817",1431
"ENSDNOG00000002818",1446
"ENSDNOG00000002823",1443
"ENSDNOG00000002824",2869
"ENSDNOG00000002826",834
"ENSDNOG00000002827",1663
"ENSDNOG00000002829",1919
"ENSDNOG00000002831",1086
"ENSDNOG00000002835",3459
"ENSDNOG00000002836",4251
"ENSDNOG00000002840",1706
"ENSDNOG00000002842",1743
"ENSDNOG00000002843",2762
"ENSDNOG00000002852",3391
"ENSDNOG00000002853",941
"ENSDNOG00000002854",4497.5
"ENSDNOG00000002855",699
"ENSDNOG00000002856",6478
"ENSDNOG00000002857",2449
"ENSDNOG00000002864",4093
"ENSDNOG00000002866",294
"ENSDNOG00000002867",936
"ENSDNOG00000002870",705
"ENSDNOG00000002871",912
"ENSDNOG00000002872",6844
"ENSDNOG00000002874",1347
"ENSDNOG00000002875",1306
"ENSDNOG00000002878",1333
"ENSDNOG00000002885",2163
"ENSDNOG00000002894",1164
"ENSDNOG00000002897",3712
"ENSDNOG00000002898",7301.5
"ENSDNOG00000002899",4674
"ENSDNOG00000002904",2151
"ENSDNOG00000002905",10340
"ENSDNOG00000002908",1183
"ENSDNOG00000002909",610
"ENSDNOG00000002915",1988
"ENSDNOG00000002917",1455
"ENSDNOG00000002918",1502
"ENSDNOG00000002919",1668
"ENSDNOG00000002926",993
"ENSDNOG00000002929",1305
"ENSDNOG00000002930",3724
"ENSDNOG00000002935",3013
"ENSDNOG00000002937",5464
"ENSDNOG00000002938",5488
"ENSDNOG00000002939",834
"ENSDNOG00000002940",2684
"ENSDNOG00000002941",3015.5
"ENSDNOG00000002945",1913
"ENSDNOG00000002947",390
"ENSDNOG00000002956",5038
"ENSDNOG00000002957",1850
"ENSDNOG00000002959",4358
"ENSDNOG00000002961",240
"ENSDNOG00000002962",1410
"ENSDNOG00000002963",1577
"ENSDNOG00000002965",906
"ENSDNOG00000002966",2337
"ENSDNOG00000002968",5617
"ENSDNOG00000002969",3306
"ENSDNOG00000002970",288
"ENSDNOG00000002971",6061
"ENSDNOG00000002972",1644
"ENSDNOG00000002974",1698.5
"ENSDNOG00000002975",4425
"ENSDNOG00000002976",1913
"ENSDNOG00000002978",6389
"ENSDNOG00000002979",5638
"ENSDNOG00000002981",1116
"ENSDNOG00000002982",1062
"ENSDNOG00000002983",717
"ENSDNOG00000002984",946
"ENSDNOG00000002986",3504.5
"ENSDNOG00000002987",471
"ENSDNOG00000002991",1346
"ENSDNOG00000002992",1147
"ENSDNOG00000002993",2250
"ENSDNOG00000002994",1047
"ENSDNOG00000002999",717
"ENSDNOG00000003002",1018
"ENSDNOG00000003003",1945
"ENSDNOG00000003006",1581
"ENSDNOG00000003007",525
"ENSDNOG00000003008",1092
"ENSDNOG00000003012",903
"ENSDNOG00000003013",2863
"ENSDNOG00000003020",3177
"ENSDNOG00000003023",2125
"ENSDNOG00000003024",1643
"ENSDNOG00000003026",3617
"ENSDNOG00000003031",4256
"ENSDNOG00000003032",5058
"ENSDNOG00000003036",1397
"ENSDNOG00000003037",1752
"ENSDNOG00000003052",945
"ENSDNOG00000003053",1602
"ENSDNOG00000003054",1036.5
"ENSDNOG00000003057",2376
"ENSDNOG00000003060",1683
"ENSDNOG00000003061",1421
"ENSDNOG00000003062",987
"ENSDNOG00000003066",603
"ENSDNOG00000003067",5210
"ENSDNOG00000003068",1007
"ENSDNOG00000003069",1506
"ENSDNOG00000003071",4040
"ENSDNOG00000003072",845
"ENSDNOG00000003076",3138
"ENSDNOG00000003077",2655
"ENSDNOG00000003078",2500
"ENSDNOG00000003084",1143
"ENSDNOG00000003085",1068
"ENSDNOG00000003087",738
"ENSDNOG00000003088",1110
"ENSDNOG00000003089",858
"ENSDNOG00000003090",2067
"ENSDNOG00000003091",1371
"ENSDNOG00000003092",1684
"ENSDNOG00000003094",2390
"ENSDNOG00000003096",3495
"ENSDNOG00000003097",2519
"ENSDNOG00000003102",495
"ENSDNOG00000003104",1122
"ENSDNOG00000003105",2905
"ENSDNOG00000003108",4800.5
"ENSDNOG00000003110",1227
"ENSDNOG00000003113",1316
"ENSDNOG00000003115",354
"ENSDNOG00000003116",1423
"ENSDNOG00000003121",4097.5
"ENSDNOG00000003123",1926
"ENSDNOG00000003125",1404
"ENSDNOG00000003126",5789
"ENSDNOG00000003129",812
"ENSDNOG00000003130",2325
"ENSDNOG00000003131",1368
"ENSDNOG00000003134",2611
"ENSDNOG00000003135",981
"ENSDNOG00000003139",4913
"ENSDNOG00000003141",779
"ENSDNOG00000003142",1768
"ENSDNOG00000003145",694.5
"ENSDNOG00000003146",10255
"ENSDNOG00000003148",228
"ENSDNOG00000003151",239
"ENSDNOG00000003152",1584
"ENSDNOG00000003155",3494
"ENSDNOG00000003156",3008
"ENSDNOG00000003158",835
"ENSDNOG00000003159",1648
"ENSDNOG00000003161",924
"ENSDNOG00000003162",2140
"ENSDNOG00000003166",9168
"ENSDNOG00000003167",1531
"ENSDNOG00000003168",885
"ENSDNOG00000003173",795
"ENSDNOG00000003177",1117
"ENSDNOG00000003179",1696
"ENSDNOG00000003181",555
"ENSDNOG00000003182",4647
"ENSDNOG00000003183",2290
"ENSDNOG00000003188",1709.5
"ENSDNOG00000003190",264
"ENSDNOG00000003191",4962
"ENSDNOG00000003193",777
"ENSDNOG00000003194",522
"ENSDNOG00000003195",1774
"ENSDNOG00000003196",3724
"ENSDNOG00000003198",2629
"ENSDNOG00000003201",1011
"ENSDNOG00000003203",4869
"ENSDNOG00000003205",9237
"ENSDNOG00000003208",435
"ENSDNOG00000003209",1633
"ENSDNOG00000003211",1762
"ENSDNOG00000003213",681
"ENSDNOG00000003217",921
"ENSDNOG00000003218",2679
"ENSDNOG00000003219",1410
"ENSDNOG00000003220",1309
"ENSDNOG00000003226",2102
"ENSDNOG00000003227",849
"ENSDNOG00000003228",867
"ENSDNOG00000003230",4223
"ENSDNOG00000003232",786
"ENSDNOG00000003234",1749
"ENSDNOG00000003239",1042
"ENSDNOG00000003241",483
"ENSDNOG00000003243",945
"ENSDNOG00000003244",1578
"ENSDNOG00000003247",5846
"ENSDNOG00000003248",1585
"ENSDNOG00000003249",1573.5
"ENSDNOG00000003251",1734
"ENSDNOG00000003253",270
"ENSDNOG00000003254",1948
"ENSDNOG00000003255",4287
"ENSDNOG00000003263",6336
"ENSDNOG00000003265",1543.5
"ENSDNOG00000003266",1153
"ENSDNOG00000003267",735
"ENSDNOG00000003272",348
"ENSDNOG00000003275",789
"ENSDNOG00000003276",3954
"ENSDNOG00000003277",1417
"ENSDNOG00000003280",1536
"ENSDNOG00000003281",1002
"ENSDNOG00000003283",1812
"ENSDNOG00000003288",4165
"ENSDNOG00000003290",2726
"ENSDNOG00000003292",2723
"ENSDNOG00000003294",717
"ENSDNOG00000003299",2516
"ENSDNOG00000003303",6678
"ENSDNOG00000003304",3306
"ENSDNOG00000003306",1377.5
"ENSDNOG00000003309",1845
"ENSDNOG00000003310",1919.5
"ENSDNOG00000003311",1927.5
"ENSDNOG00000003313",5045
"ENSDNOG00000003314",1146
"ENSDNOG00000003317",3255
"ENSDNOG00000003318",945
"ENSDNOG00000003319",4531
"ENSDNOG00000003323",3057
"ENSDNOG00000003325",963
"ENSDNOG00000003326",2131
"ENSDNOG00000003327",2891
"ENSDNOG00000003328",1314
"ENSDNOG00000003335",1286
"ENSDNOG00000003336",2292
"ENSDNOG00000003337",357
"ENSDNOG00000003338",1746
"ENSDNOG00000003340",3003
"ENSDNOG00000003343",3023
"ENSDNOG00000003348",2720
"ENSDNOG00000003349",3901
"ENSDNOG00000003351",9812
"ENSDNOG00000003354",1848
"ENSDNOG00000003356",1221
"ENSDNOG00000003358",1291
"ENSDNOG00000003361",1245
"ENSDNOG00000003365",420
"ENSDNOG00000003366",936
"ENSDNOG00000003368",3023
"ENSDNOG00000003369",3058
"ENSDNOG00000003371",513
"ENSDNOG00000003372",5865
"ENSDNOG00000003379",973
"ENSDNOG00000003380",795
"ENSDNOG00000003382",4900
"ENSDNOG00000003383",3083
"ENSDNOG00000003384",2088
"ENSDNOG00000003385",2748
"ENSDNOG00000003393",5323
"ENSDNOG00000003395",3071
"ENSDNOG00000003396",2697
"ENSDNOG00000003397",474
"ENSDNOG00000003400",5976
"ENSDNOG00000003401",1481
"ENSDNOG00000003402",729
"ENSDNOG00000003405",4288
"ENSDNOG00000003406",2175
"ENSDNOG00000003407",2409
"ENSDNOG00000003409",2255
"ENSDNOG00000003411",8281.5
"ENSDNOG00000003413",3353
"ENSDNOG00000003416",2180
"ENSDNOG00000003417",832.5
"ENSDNOG00000003422",1666
"ENSDNOG00000003423",2526
"ENSDNOG00000003424",4055
"ENSDNOG00000003425",7216.5
"ENSDNOG00000003426",3413
"ENSDNOG00000003433",3771
"ENSDNOG00000003434",4622
"ENSDNOG00000003438",4835.5
"ENSDNOG00000003441",939
"ENSDNOG00000003443",1587
"ENSDNOG00000003448",1041
"ENSDNOG00000003450",1070
"ENSDNOG00000003453",1519
"ENSDNOG00000003454",1803
"ENSDNOG00000003455",3393
"ENSDNOG00000003456",1065
"ENSDNOG00000003459",4036
"ENSDNOG00000003461",2000
"ENSDNOG00000003462",846
"ENSDNOG00000003470",1775
"ENSDNOG00000003471",1752
"ENSDNOG00000003472",1832
"ENSDNOG00000003474",1761
"ENSDNOG00000003475",1978
"ENSDNOG00000003477",294
"ENSDNOG00000003480",7962
"ENSDNOG00000003483",252
"ENSDNOG00000003485",10036
"ENSDNOG00000003490",1080
"ENSDNOG00000003491",510
"ENSDNOG00000003497",2669
"ENSDNOG00000003500",1996.5
"ENSDNOG00000003502",2164
"ENSDNOG00000003506",975
"ENSDNOG00000003508",1443
"ENSDNOG00000003511",300
"ENSDNOG00000003513",5251
"ENSDNOG00000003514",4800
"ENSDNOG00000003520",462
"ENSDNOG00000003521",1300
"ENSDNOG00000003523",948
"ENSDNOG00000003524",2062
"ENSDNOG00000003529",918
"ENSDNOG00000003532",462
"ENSDNOG00000003533",2541
"ENSDNOG00000003538",1100.5
"ENSDNOG00000003539",4437
"ENSDNOG00000003542",5805
"ENSDNOG00000003544",1008
"ENSDNOG00000003545",414
"ENSDNOG00000003546",806
"ENSDNOG00000003547",6081
"ENSDNOG00000003551",1485.5
"ENSDNOG00000003552",5990
"ENSDNOG00000003554",3656
"ENSDNOG00000003555",2193
"ENSDNOG00000003557",1613.5
"ENSDNOG00000003558",1250
"ENSDNOG00000003560",1388
"ENSDNOG00000003567",297
"ENSDNOG00000003569",3087
"ENSDNOG00000003571",351
"ENSDNOG00000003573",9495
"ENSDNOG00000003574",651
"ENSDNOG00000003577",2807
"ENSDNOG00000003578",1206
"ENSDNOG00000003582",3796.5
"ENSDNOG00000003584",5897
"ENSDNOG00000003590",2709
"ENSDNOG00000003591",2263
"ENSDNOG00000003595",2147
"ENSDNOG00000003596",6653
"ENSDNOG00000003601",2448
"ENSDNOG00000003606",1428
"ENSDNOG00000003610",4622
"ENSDNOG00000003611",2734
"ENSDNOG00000003614",2802.5
"ENSDNOG00000003616",3172
"ENSDNOG00000003618",3507
"ENSDNOG00000003622",1926
"ENSDNOG00000003626",5644
"ENSDNOG00000003627",2358
"ENSDNOG00000003633",3190
"ENSDNOG00000003634",3267
"ENSDNOG00000003635",738
"ENSDNOG00000003636",2763
"ENSDNOG00000003643",1871
"ENSDNOG00000003646",2733
"ENSDNOG00000003649",1137
"ENSDNOG00000003650",1877
"ENSDNOG00000003652",1566
"ENSDNOG00000003655",2802
"ENSDNOG00000003656",564
"ENSDNOG00000003662",3493
"ENSDNOG00000003669",1986
"ENSDNOG00000003671",2883.5
"ENSDNOG00000003674",1258
"ENSDNOG00000003675",2047
"ENSDNOG00000003677",594
"ENSDNOG00000003681",2647
"ENSDNOG00000003683",879
"ENSDNOG00000003685",3675
"ENSDNOG00000003688",657
"ENSDNOG00000003690",1627
"ENSDNOG00000003697",957
"ENSDNOG00000003700",1281
"ENSDNOG00000003701",1503
"ENSDNOG00000003703",1668
"ENSDNOG00000003704",2263
"ENSDNOG00000003708",2448
"ENSDNOG00000003711",2517
"ENSDNOG00000003713",3592
"ENSDNOG00000003714",648
"ENSDNOG00000003715",199.5
"ENSDNOG00000003720",498
"ENSDNOG00000003721",1581
"ENSDNOG00000003722",1383
"ENSDNOG00000003723",6211
"ENSDNOG00000003730",6267.5
"ENSDNOG00000003732",4464
"ENSDNOG00000003733",1506
"ENSDNOG00000003737",1694
"ENSDNOG00000003739",3594.5
"ENSDNOG00000003743",1491
"ENSDNOG00000003744",1602
"ENSDNOG00000003747",3948
"ENSDNOG00000003748",1293
"ENSDNOG00000003749",5877
"ENSDNOG00000003752",1503
"ENSDNOG00000003754",3332
"ENSDNOG00000003759",6086
"ENSDNOG00000003764",4508
"ENSDNOG00000003765",941
"ENSDNOG00000003767",14171
"ENSDNOG00000003768",4718
"ENSDNOG00000003769",1871
"ENSDNOG00000003771",1938
"ENSDNOG00000003773",417
"ENSDNOG00000003775",411
"ENSDNOG00000003778",2166.5
"ENSDNOG00000003779",2399.5
"ENSDNOG00000003780",2632
"ENSDNOG00000003782",1526
"ENSDNOG00000003783",552
"ENSDNOG00000003784",4402
"ENSDNOG00000003786",1338
"ENSDNOG00000003787",951
"ENSDNOG00000003789",1461
"ENSDNOG00000003790",1129.5
"ENSDNOG00000003792",627
"ENSDNOG00000003797",3324
"ENSDNOG00000003800",3020
"ENSDNOG00000003802",672
"ENSDNOG00000003803",1731
"ENSDNOG00000003809",3868
"ENSDNOG00000003811",465
"ENSDNOG00000003814",3146
"ENSDNOG00000003815",1188
"ENSDNOG00000003819",960
"ENSDNOG00000003821",2012.5
"ENSDNOG00000003825",2316
"ENSDNOG00000003826",2631
"ENSDNOG00000003831",2265
"ENSDNOG00000003835",792
"ENSDNOG00000003837",5499
"ENSDNOG00000003839",7538
"ENSDNOG00000003841",1891.5
"ENSDNOG00000003842",1428
"ENSDNOG00000003843",3167
"ENSDNOG00000003850",1598
"ENSDNOG00000003851",2643
"ENSDNOG00000003854",1732.5
"ENSDNOG00000003855",1545
"ENSDNOG00000003857",1849
"ENSDNOG00000003860",4837
"ENSDNOG00000003862",1699.5
"ENSDNOG00000003863",1647
"ENSDNOG00000003865",1859
"ENSDNOG00000003867",7369
"ENSDNOG00000003870",2997
"ENSDNOG00000003871",3306
"ENSDNOG00000003872",2912
"ENSDNOG00000003877",2375.5
"ENSDNOG00000003878",1476
"ENSDNOG00000003880",5282
"ENSDNOG00000003882",1006
"ENSDNOG00000003884",6296
"ENSDNOG00000003887",1263
"ENSDNOG00000003895",2124
"ENSDNOG00000003904",2510
"ENSDNOG00000003906",337.5
"ENSDNOG00000003908",1530
"ENSDNOG00000003909",1647
"ENSDNOG00000003916",968
"ENSDNOG00000003918",420
"ENSDNOG00000003919",3099
"ENSDNOG00000003922",1987.5
"ENSDNOG00000003926",861
"ENSDNOG00000003928",2385
"ENSDNOG00000003930",1891
"ENSDNOG00000003936",3734
"ENSDNOG00000003937",2379
"ENSDNOG00000003939",6129
"ENSDNOG00000003944",708
"ENSDNOG00000003947",453
"ENSDNOG00000003948",1275
"ENSDNOG00000003950",546
"ENSDNOG00000003951",2791
"ENSDNOG00000003954",405
"ENSDNOG00000003957",2671
"ENSDNOG00000003960",591
"ENSDNOG00000003961",1428
"ENSDNOG00000003962",3489
"ENSDNOG00000003964",1110
"ENSDNOG00000003965",1092
"ENSDNOG00000003966",2574.5
"ENSDNOG00000003968",2784
"ENSDNOG00000003969",882
"ENSDNOG00000003972",4842
"ENSDNOG00000003974",1083
"ENSDNOG00000003984",2021
"ENSDNOG00000003987",408
"ENSDNOG00000003990",1698
"ENSDNOG00000003993",2755
"ENSDNOG00000004001",1536
"ENSDNOG00000004002",3670
"ENSDNOG00000004005",1042
"ENSDNOG00000004007",2378
"ENSDNOG00000004008",2769
"ENSDNOG00000004010",1032
"ENSDNOG00000004013",858
"ENSDNOG00000004014",2565
"ENSDNOG00000004015",759
"ENSDNOG00000004016",5368
"ENSDNOG00000004021",594
