"hsap_ensembl_gid","hsap_gene_name","control_1","control_2","control_3","control_4","conditioned_1","conditioned_2","conditioned_3","conditioned_4"
"ENSG00000124222","STX16",1842,3439,1279,2915,2713,1569,2014,1664
"ENSG00000124224","PPP4R1L",287,433,192,396,442,226,272,233
"ENSG00000124225","PMEPA1",596,798,437,907,1198,803,708,670
"ENSG00000124226","RNF114",1590,2379,1100,2408,2593,1796,1605,1493
"ENSG00000124227","ANKRD60",0,0,0,0,0,0,0,0
"ENSG00000124228","DDX27",1144,1441,920,1302,1416,1197,874,962
"ENSG00000124232","RBPJL",0,0,0,0,0,0,0,0
"ENSG00000124233","SEMG1",0,0,0,0,0,0,0,0
"ENSG00000124237","C20orf85",0,0,0,0,0,0,0,0
"ENSG00000124243","BCAS4",199,307,171,297,322,220,137,187
"ENSG00000124249","KCNK15",0,2,2,3,3,2,4,1
"ENSG00000124251","TP53TG5",16,37,10,19,16,21,2,3
"ENSG00000124253","PCK1",0,0,0,4,0,1,0,0
"ENSG00000124256","ZBP1",8,11,2,1,4,4,4,10
"ENSG00000124257","NEURL2",4,10,4,5,10,7,4,6
"ENSG00000124260","MAGEA10",0,0,0,0,0,0,1,0
"ENSG00000124275","MTRR",382,574,285,642,706,517,589,493
"ENSG00000124279","FASTKD3",81,110,61,125,160,118,129,103
"ENSG00000124299","PEPD",333,448,238,488,624,387,353,357
"ENSG00000124302","CHST8",0,0,1,0,3,1,0,0
"ENSG00000124313","IQSEC2",151,213,129,201,314,256,171,179
"ENSG00000124333","VAMP7",1291,2135,867,1826,1855,1228,1786,1423
"ENSG00000124334","IL9R",4,13,10,18,8,6,2,4
"ENSG00000124343","XG",0,0,0,0,0,2,0,0
"ENSG00000124356","STAMBP",1588,2614,1074,2024,2152,1472,1255,1262
"ENSG00000124357","NAGK",475,552,323,638,898,575,583,458
"ENSG00000124370","MCEE",98,146,72,169,173,96,89,89
"ENSG00000124374","PAIP2B",167,282,132,259,348,190,194,190
"ENSG00000124380","SNRNP27",677,1024,475,920,948,765,847,681
"ENSG00000124383","MPHOSPH10",381,518,342,497,566,447,459,413
"ENSG00000124391","IL17C",0,0,1,1,0,3,0,3
"ENSG00000124406","ATP8A1",1276,2364,820,2113,3656,1998,3420,2402
"ENSG00000124422","USP22",4201,6769,2973,6489,9195,5799,5102,4434
"ENSG00000124429","POF1B",2,1,1,6,3,0,2,0
"ENSG00000124440","HIF3A",0,3,0,0,0,0,0,0
"ENSG00000124444","ZNF576",117,166,59,169,234,139,133,104
"ENSG00000124449","IRGC",0,0,0,0,0,0,0,0
"ENSG00000124459","ZNF45",165,311,133,298,453,250,302,247
"ENSG00000124466","LYPD3",137,217,78,147,175,97,78,71
"ENSG00000124467","PSG8",0,0,0,0,0,0,0,0
"ENSG00000124469","CEACAM8",0,0,0,0,0,0,0,0
"ENSG00000124479","NDP",0,0,0,0,0,0,0,0
"ENSG00000124486","USP9X",4066,7265,2482,6059,9846,4754,7180,5466
"ENSG00000124490","CRISP2",0,0,0,0,0,0,0,0
"ENSG00000124491","F13A1",2,7,2,2,12,5,4,7
"ENSG00000124493","GRM4",0,0,0,2,0,0,0,1
"ENSG00000124496","TRERF1",1018,1352,812,1507,3733,2460,2538,1955
"ENSG00000124507","PACSIN1",8,15,8,13,36,29,41,22
"ENSG00000124508","BTN2A2",114,188,88,169,291,178,143,141
"ENSG00000124523","SIRT5",70,103,62,82,129,82,82,109
"ENSG00000124529","HIST1H4B",2,4,3,8,5,1,1,1
"ENSG00000124532","MRS2",401,605,254,596,829,522,512,508
"ENSG00000124535","WRNIP1",578,894,488,892,1324,909,891,780
"ENSG00000124541","RRP36",558,760,419,818,1074,754,662,589
"ENSG00000124557","BTN1A1",1,3,1,1,0,0,0,0
"ENSG00000124562","SNRPC",1325,2139,1026,1940,1843,1317,1006,1067
"ENSG00000124564","SLC17A3",0,0,0,0,1,1,0,0
"ENSG00000124568","SLC17A1",0,0,0,0,0,0,0,0
"ENSG00000124570","SERPINB6",1451,2180,1046,2032,2513,1708,1559,1495
"ENSG00000124571","XPO5",2007,3371,1441,3137,4086,2653,2423,2105
"ENSG00000124574","ABCC10",67,103,42,88,172,99,89,88
"ENSG00000124575","HIST1H1D",22,10,10,22,38,21,4,9
"ENSG00000124578","HIST1H4G",0,0,0,0,0,0,1,0
"ENSG00000124587","PEX6",72,127,55,151,222,145,100,96
"ENSG00000124588","NQO2",372,537,281,484,816,554,413,449
"ENSG00000124593","PRICKLE4",50,65,19,66,96,67,46,69
"ENSG00000124596","OARD1",592,964,401,759,787,598,487,460
"ENSG00000124602","UNC5CL",35,57,16,45,42,25,21,32
"ENSG00000124608","AARS2",166,200,112,226,379,245,227,218
"ENSG00000124610","HIST1H1A",0,0,0,1,4,0,1,0
"ENSG00000124613","ZNF391",9,18,4,16,43,26,35,40
"ENSG00000124614","RPS10",7547,10763,4970,9340,6893,4225,2343,3195
"ENSG00000124615","MOCS1",22,31,15,40,63,29,25,28
"ENSG00000124635","HIST1H2BJ",250,453,205,389,225,159,116,116
"ENSG00000124641","MED20",215,292,148,287,391,268,182,183
"ENSG00000124657","OR2B6",8,26,6,10,21,12,5,7
"ENSG00000124659","TBCC",177,288,131,272,448,282,281,229
"ENSG00000124664","SPDEF",2,1,2,2,2,3,0,0
"ENSG00000124678","TCP11",2,3,2,0,5,1,2,0
"ENSG00000124688","MAD2L1BP",872,1250,593,1179,1249,825,647,623
"ENSG00000124693","HIST1H3B",13,15,6,13,22,11,6,5
"ENSG00000124701","APOBEC2",0,0,0,0,0,0,0,0
"ENSG00000124702","KLHDC3",1407,2028,1016,1951,2070,1368,1110,1127
"ENSG00000124713","GNMT",2,2,1,0,2,2,0,8
"ENSG00000124721","DNAH8",0,1,0,0,4,1,9,5
"ENSG00000124731","TREM1",518,726,361,742,864,582,605,528
"ENSG00000124733","MEA1",563,1030,450,843,942,577,426,398
"ENSG00000124743","KLHL31",0,2,1,0,0,1,0,0
"ENSG00000124749","COL21A1",0,0,0,0,0,0,0,0
"ENSG00000124762","CDKN1A",3313,4911,2298,5086,7353,4936,3735,3578
"ENSG00000124766","SOX4",161,206,105,244,284,194,339,172
"ENSG00000124767","GLO1",5824,9079,4131,8073,12431,8880,10628,8898
"ENSG00000124772","CPNE5",37,62,23,61,127,76,55,43
"ENSG00000124780","KCNK17",0,0,0,0,0,0,0,0
"ENSG00000124782","RREB1",512,764,403,690,972,586,660,527
"ENSG00000124783","SSR1",3876,6929,2653,5561,5934,4096,5172,4250
"ENSG00000124784","RIOK1",652,1031,509,874,921,554,606,589
"ENSG00000124785","NRN1",277,508,207,375,293,188,136,113
"ENSG00000124786","SLC35B3",162,273,102,211,251,160,183,145
"ENSG00000124787","RPP40",19,16,8,24,21,20,10,18
"ENSG00000124788","ATXN1",1101,1591,709,1646,2531,1584,2148,1568
"ENSG00000124789","NUP153",2861,4572,2073,4633,6643,4192,4817,3746
"ENSG00000124795","DEK",2737,4356,1915,3822,4896,3302,4303,3481
"ENSG00000124802","EEF1E1",132,202,86,159,194,126,164,144
"ENSG00000124812","CRISP1",0,0,0,0,0,0,0,0
"ENSG00000124813","RUNX2",556,929,395,800,1238,780,1022,742
"ENSG00000124818","OPN5",0,0,0,0,0,0,0,0
"ENSG00000124827","GCM2",0,0,0,0,0,0,0,0
"ENSG00000124831","LRRFIP1",6178,9559,4697,8513,10835,7612,6923,6290
"ENSG00000124839","RAB17",4,2,1,3,3,2,2,0
"ENSG00000124875","CXCL6",0,0,0,0,1,0,0,0
"ENSG00000124882","EREG",1,2,3,1,2,1,0,2
"ENSG00000124900","TRIM51",0,0,0,0,0,0,0,0
"ENSG00000124920","MYRF",74,72,46,82,82,50,64,35
"ENSG00000124935","SCGB1D2",0,0,0,0,0,0,0,0
"ENSG00000124939","SCGB2A1",0,0,0,0,0,0,0,0
"ENSG00000124942","AHNAK",5377,6739,3640,5824,18251,9177,15543,11136
"ENSG00000125037","EMC3",1332,2033,906,1922,1938,1517,1084,1160
"ENSG00000125046","SSUH2",5,1,0,3,0,0,1,3
"ENSG00000125084","WNT1",1,0,2,0,1,0,0,0
"ENSG00000125089","SH3TC1",488,723,335,676,958,599,506,404
"ENSG00000125107","CNOT1",8500,14195,5687,13663,17864,10050,11543,9524
"ENSG00000125122","LRRC29",2,6,3,3,15,5,4,9
"ENSG00000125124","BBS2",268,374,178,421,520,310,315,276
"ENSG00000125144","MT1G",100,150,115,184,91,116,38,56
"ENSG00000125148","MT2A",5359,7166,3583,7429,5944,4024,3024,2834
"ENSG00000125149","C16orf70",271,475,184,443,570,308,342,271
"ENSG00000125166","GOT2",2746,4027,2087,4171,3988,2676,2585,2064
"ENSG00000125170","DOK4",297,449,218,465,595,415,381,331
"ENSG00000125207","PIWIL1",1,5,3,1,6,1,3,2
"ENSG00000125245","GPR18",2,18,6,12,30,23,26,7
"ENSG00000125246","CLYBL",87,135,61,102,130,103,70,89
"ENSG00000125247","TMTC4",95,187,71,196,377,200,197,185
"ENSG00000125249","RAP2A",923,1604,646,1467,2207,1353,2352,1590
"ENSG00000125255","SLC10A2",0,0,0,0,0,0,0,0
"ENSG00000125257","ABCC4",412,695,329,753,1313,909,931,735
"ENSG00000125266","EFNB2",4,7,3,10,16,15,19,16
"ENSG00000125285","SOX21",2,0,4,0,1,1,6,1
"ENSG00000125304","TM9SF2",1961,3394,1437,3213,4667,3283,3948,3124
"ENSG00000125319","C17orf53",244,458,198,363,464,291,225,195
"ENSG00000125337","KIF25",0,0,0,0,0,0,0,0
"ENSG00000125347","IRF1",1782,2753,1308,2603,3611,2540,2398,2159
"ENSG00000125351","UPF3B",545,743,370,596,602,522,402,464
"ENSG00000125352","RNF113A",538,861,366,725,654,468,351,397
"ENSG00000125354","SEPT6",4233,6792,3277,6026,10189,7643,6664,5938
"ENSG00000125355","TMEM255A",0,0,0,1,0,3,1,0
"ENSG00000125356","NDUFA1",2587,3732,1842,3174,2679,1969,1686,1831
"ENSG00000125363","AMELX",0,0,0,0,0,0,0,0
"ENSG00000125375","ATP5S",40,66,49,65,118,54,79,73
"ENSG00000125378","BMP4",4,8,3,10,3,13,10,9
"ENSG00000125384","PTGER2",121,163,55,143,255,170,205,178
"ENSG00000125386","FAM193A",481,631,339,571,1003,732,613,512
"ENSG00000125388","GRK4",61,71,37,94,109,101,101,96
"ENSG00000125398","SOX9",0,0,0,0,0,0,0,0
"ENSG00000125409","TEKT3",2,2,4,3,1,1,1,0
"ENSG00000125414","MYH2",0,0,0,0,0,0,0,0
"ENSG00000125430","HS3ST3B1",167,175,95,214,298,199,336,231
"ENSG00000125434","SLC25A35",25,37,34,45,53,35,33,41
"ENSG00000125445","MRPS7",518,784,438,753,1005,665,542,546
"ENSG00000125447","GGA3",584,858,396,870,1474,828,888,700
"ENSG00000125449","ARMC7",306,410,220,438,606,370,332,356
"ENSG00000125450","NUP85",623,1052,520,935,1200,921,623,646
"ENSG00000125454","SLC25A19",510,714,342,861,937,547,488,457
"ENSG00000125457","MIF4GD",365,674,246,551,756,430,364,365
"ENSG00000125458","NT5C",345,601,255,463,518,306,200,264
"ENSG00000125459","MSTO1",27,60,19,38,69,37,34,32
"ENSG00000125462","C1orf61",2,0,2,1,4,1,4,4
"ENSG00000125482","TTF1",648,965,494,852,1152,784,666,644
"ENSG00000125484","GTF3C4",1320,2186,875,2079,2359,1280,1625,1299
"ENSG00000125485","DDX31",135,237,111,190,308,198,207,180
"ENSG00000125492","BARHL1",0,0,0,0,0,0,0,0
"ENSG00000125498","KIR2DL1",0,0,0,0,0,0,0,0
"ENSG00000125503","PPP1R12C",354,462,234,442,852,596,494,461
"ENSG00000125505","MBOAT7",1430,2193,1046,2169,2847,1810,1663,1411
"ENSG00000125508","SRMS",0,0,0,0,1,0,1,1
"ENSG00000125510","OPRL1",17,17,17,25,50,27,18,30
"ENSG00000125520","SLC2A4RG",319,511,202,429,739,513,361,352
"ENSG00000125522","NPBWR2",0,0,0,0,0,0,0,0
"ENSG00000125531","C20orf195",8,16,3,8,16,9,7,9
"ENSG00000125533","BHLHE23",0,0,0,0,0,0,0,0
"ENSG00000125534","PPDPF",1101,1801,744,1451,1762,1107,707,761
"ENSG00000125538","IL1B",3,8,3,8,2,1,0,3
"ENSG00000125551","PLGLB2",1,0,0,0,1,0,1,1
"ENSG00000125571","IL37",1,0,0,0,1,0,0,0
"ENSG00000125611","CHCHD5",174,309,115,231,254,156,82,103
"ENSG00000125618","PAX8",35,48,17,36,33,22,27,24
"ENSG00000125629","INSIG2",1333,1899,927,1890,2643,1909,1910,1791
"ENSG00000125630","POLR1B",641,1182,518,1200,1422,781,843,760
"ENSG00000125633","CCDC93",972,1501,662,1354,1738,1130,1212,995
"ENSG00000125637","PSD4",2305,3235,1857,3403,6637,4393,3770,3163
"ENSG00000125648","SLC25A23",1381,1980,958,1850,3452,2238,2123,1861
"ENSG00000125650","PSPN",72,109,71,105,188,113,99,85
"ENSG00000125651","GTF2F1",2565,3557,1968,3127,4131,3046,2429,2220
"ENSG00000125652","ALKBH7",1162,1674,799,1251,1099,805,427,518
"ENSG00000125656","CLPP",1585,2349,1065,2068,2299,1457,1100,1075
"ENSG00000125657","TNFSF9",237,408,149,352,355,236,234,227
"ENSG00000125675","GRIA3",0,0,0,0,0,0,0,0
"ENSG00000125676","THOC2",862,1171,658,1068,1783,1190,1430,1219
"ENSG00000125686","MED1",1497,2111,1117,2218,3580,2161,2442,1963
"ENSG00000125691","RPL23",16880,26486,11554,22633,19163,13347,10695,11594
"ENSG00000125695","RP11-51F16.8",0,0,0,0,0,0,0,0
"ENSG00000125703","ATG4C",137,275,112,212,286,200,268,204
"ENSG00000125726","CD70",1762,2323,1137,2212,2474,1634,1834,1767
"ENSG00000125730","C3",134,134,115,190,326,180,260,153
"ENSG00000125731","SH2D3A",120,143,83,145,226,139,106,120
"ENSG00000125733","TRIP10",2408,3708,1714,3162,3467,2242,1867,1677
"ENSG00000125734","GPR108",1091,1704,724,1455,1594,1117,903,935
"ENSG00000125735","TNFSF14",195,213,142,222,352,316,235,213
"ENSG00000125740","FOSB",114,190,64,140,102,68,96,68
"ENSG00000125741","OPA3",336,523,247,491,820,580,545,541
"ENSG00000125743","SNRPD2",4945,8831,3893,6991,5254,3618,2449,2797
"ENSG00000125744","RTN2",158,237,114,251,357,243,204,177
"ENSG00000125746","EML2",1643,2445,1187,2255,2851,1868,1662,1476
"ENSG00000125753","VASP",3019,4403,2342,4533,5576,3849,3107,2733
"ENSG00000125755","SYMPK",639,958,434,783,1229,761,654,574
"ENSG00000125772","GPCPD1",336,608,235,534,715,408,602,449
"ENSG00000125775","SDCBP2",291,357,173,366,316,216,182,151
"ENSG00000125779","PANK2",556,866,424,976,1328,1003,1054,902
"ENSG00000125780","TGM3",0,0,0,0,1,0,0,0
"ENSG00000125787","GNRH2",0,2,1,3,1,0,0,0
"ENSG00000125788","DEFB126",0,0,0,0,0,0,0,0
"ENSG00000125798","FOXA2",0,8,2,4,2,1,1,4
"ENSG00000125810","CD93",9,10,4,10,30,24,28,15
"ENSG00000125812","GZF1",446,702,339,713,1066,584,742,570
"ENSG00000125813","PAX1",0,0,0,0,1,0,0,0
"ENSG00000125814","NAPB",176,369,117,305,297,147,213,186
"ENSG00000125815","CST8",0,0,0,0,0,0,0,0
"ENSG00000125816","NKX2-4",0,0,0,0,0,0,0,0
"ENSG00000125817","CENPB",555,801,415,893,1707,1063,954,852
"ENSG00000125818","PSMF1",2190,3513,1716,3247,3421,2467,1878,1785
"ENSG00000125820","NKX2-2",0,0,0,0,0,0,1,0
"ENSG00000125821","DTD1",648,1319,509,960,933,673,394,491
"ENSG00000125823","CSTL1",0,0,0,0,0,0,0,0
"ENSG00000125826","RBCK1",1046,1771,682,1443,1719,1056,759,776
"ENSG00000125827","TMX4",1444,2195,902,2032,2323,1546,1584,1593
"ENSG00000125831","CST11",0,0,0,0,0,0,0,0
"ENSG00000125834","STK35",838,1041,501,1196,2064,1170,1093,1031
"ENSG00000125835","SNRPB",4638,6193,3181,6251,6653,4278,3268,3534
"ENSG00000125841","NRSN2",280,383,171,355,698,478,351,349
"ENSG00000125843","AP5S1",70,84,35,99,184,103,89,81
"ENSG00000125844","RRBP1",760,764,741,810,1410,1391,1016,992
"ENSG00000125845","BMP2",0,0,3,0,1,1,0,0
"ENSG00000125846","ZNF133",67,138,73,110,174,127,70,86
"ENSG00000125848","FLRT3",0,0,0,0,0,0,0,0
"ENSG00000125850","OVOL2",0,2,0,0,0,1,2,1
"ENSG00000125851","PCSK2",0,0,0,0,0,0,0,0
"ENSG00000125861","GFRA4",0,0,0,0,1,0,0,0
"ENSG00000125863","MKKS",337,540,227,471,597,461,414,379
"ENSG00000125864","BFSP1",1,0,1,1,6,1,2,0
"ENSG00000125868","DSTN",2467,3926,1719,3452,3589,2567,2931,2750
"ENSG00000125869","LAMP5",0,0,0,0,0,0,0,0
"ENSG00000125870","SNRPB2",1908,3142,1458,2690,2442,1813,1908,1801
"ENSG00000125871","MGME1",335,589,245,548,782,462,596,417
"ENSG00000125872","LRRN4",0,0,0,0,0,0,0,0
"ENSG00000125875","TBC1D20",538,772,381,761,893,542,590,452
"ENSG00000125877","ITPA",268,443,224,407,508,292,229,259
"ENSG00000125878","TCF15",7,9,1,10,9,7,0,7
"ENSG00000125879","OTOR",0,0,1,0,0,0,0,0
"ENSG00000125885","MCM8",533,866,381,892,1167,831,700,713
"ENSG00000125888","BANF2",0,0,0,0,0,0,0,0
"ENSG00000125895","TMEM74B",49,87,27,63,41,23,14,20
"ENSG00000125898","FAM110A",668,957,431,890,965,652,495,494
"ENSG00000125899","C20orf187",0,0,0,0,0,0,0,0
"ENSG00000125900","SIRPD",0,0,0,0,0,0,0,0
"ENSG00000125901","MRPS26",428,587,260,579,574,379,256,262
"ENSG00000125903","DEFB129",0,0,0,0,0,0,0,0
"ENSG00000125910","S1PR4",280,368,185,368,771,517,361,340
"ENSG00000125912","NCLN",341,546,251,505,924,588,493,426
"ENSG00000125931","CITED1",0,3,2,3,7,5,4,4
"ENSG00000125944","HNRNPR",2719,4418,2108,4066,5033,3527,3849,3098
"ENSG00000125945","ZNF436",161,298,133,290,527,331,381,341
"ENSG00000125952","MAX",515,703,324,748,997,686,802,647
"ENSG00000125954","CHURC1-FNTB",0,0,0,0,0,0,0,0
"ENSG00000125962","ARMCX5",127,286,108,227,177,106,128,120
"ENSG00000125965","GDF5",0,2,3,1,4,2,0,1
"ENSG00000125966","MMP24",3,8,6,12,11,7,14,12
"ENSG00000125967","NECAB3",72,125,33,111,149,79,61,59
"ENSG00000125968","ID1",53,94,44,85,112,66,45,48
"ENSG00000125970","RALY",2506,4064,1762,3767,4187,2889,2206,2229
"ENSG00000125971","DYNLRB1",1101,1735,751,1565,1617,1269,1030,1021
"ENSG00000125975","C20orf173",0,0,0,0,0,0,0,0
"ENSG00000125977","EIF2S2",6317,9497,4143,7705,7986,5646,5142,5108
"ENSG00000125991","ERGIC3",2554,3747,1756,3365,3624,2436,1724,1824
"ENSG00000125995","ROMO1",400,664,321,535,423,288,195,197
"ENSG00000125998","FAM83C",0,0,0,1,0,0,2,0
"ENSG00000125999","BPIFB1",0,0,0,0,0,0,0,0
"ENSG00000126001","CEP250",457,514,419,421,1003,848,555,542
"ENSG00000126003","PLAGL2",2970,4451,1893,4827,6851,4152,4426,3805
"ENSG00000126010","GRPR",0,0,0,0,2,2,2,0
"ENSG00000126012","KDM5C",3707,5784,2993,5386,6661,4380,4056,3431
"ENSG00000126016","AMOT",144,236,104,215,451,241,244,201
"ENSG00000126062","TMEM115",436,562,296,585,878,577,473,493
"ENSG00000126067","PSMB2",2244,3519,1688,3360,3678,2562,2206,2129
"ENSG00000126070","AGO3",577,1056,357,787,1260,682,1261,1012
"ENSG00000126088","UROD",773,1268,638,1198,1506,1054,806,803
"ENSG00000126091","ST3GAL3",144,232,115,216,289,188,134,156
"ENSG00000126106","TMEM53",38,45,29,53,74,57,53,37
"ENSG00000126107","HECTD3",420,684,345,697,1008,635,548,511
"ENSG00000126214","KLC1",245,455,230,431,604,366,356,335
"ENSG00000126215","XRCC3",195,336,135,307,362,287,182,190
"ENSG00000126216","TUBGCP3",854,1507,553,1314,1590,946,837,836
"ENSG00000126217","MCF2L",11,10,7,10,37,16,24,21
"ENSG00000126218","F10",0,0,0,0,0,2,1,0
"ENSG00000126226","PCID2",501,804,377,747,880,574,580,574
"ENSG00000126231","PROZ",2,5,6,5,14,3,3,6
"ENSG00000126233","SLURP1",0,0,0,0,0,0,0,0
"ENSG00000126243","LRFN3",166,244,122,264,451,253,277,240
"ENSG00000126246","IGFLR1",77,80,50,96,88,70,94,56
"ENSG00000126247","CAPNS1",4785,7081,3479,6886,9306,6100,4759,4545
"ENSG00000126249","PDCD2L",146,232,92,194,162,86,81,88
"ENSG00000126251","GPR42",0,0,0,0,2,0,0,2
"ENSG00000126254","RBM42",1096,1820,828,1607,1946,1210,965,886
"ENSG00000126259","KIRREL2",40,65,37,66,203,120,95,68
"ENSG00000126261","UBA2",6005,9629,4532,8918,8281,5723,5778,5412
"ENSG00000126262","FFAR2",1,1,0,1,0,0,4,1
"ENSG00000126264","HCST",233,313,159,297,413,250,203,209
"ENSG00000126266","FFAR1",0,0,1,0,0,4,0,0
"ENSG00000126267","COX6B1",3572,5413,2694,4655,4214,3051,2096,2303
"ENSG00000126337","KRT36",0,0,0,0,0,0,0,0
"ENSG00000126351","THRA",274,366,193,346,463,303,291,251
"ENSG00000126353","CCR7",5709,7795,4064,9063,17496,10443,10030,8712
"ENSG00000126368","NR1D1",961,1677,689,1628,1089,612,662,551
"ENSG00000126391","FRMD8",1134,2018,810,2077,2922,1745,1609,1397
"ENSG00000126432","PRDX5",5083,7308,3632,6279,6168,4412,3252,3522
"ENSG00000126453","BCL2L12",641,1113,485,1018,1027,558,449,458
"ENSG00000126456","IRF3",1218,1586,818,1449,1731,1072,1067,954
"ENSG00000126457","PRMT1",2219,3289,1567,3160,3238,2045,1744,1685
"ENSG00000126458","RRAS",677,1065,489,830,940,543,396,489
"ENSG00000126460","PRRG2",13,15,14,19,26,16,14,22
"ENSG00000126461","SCAF1",1006,1302,726,1235,2144,1316,1072,928
"ENSG00000126464","PRR12",579,832,460,815,1758,1066,949,844
"ENSG00000126467","TSKS",8,7,12,4,20,11,5,0
"ENSG00000126500","FLRT1",0,7,3,5,7,8,5,5
"ENSG00000126522","ASL",117,199,102,162,179,140,80,96
"ENSG00000126524","SBDS",2417,3687,1681,3411,3207,2388,2525,2210
"ENSG00000126545","CSN1S1",1,2,0,4,0,0,8,2
"ENSG00000126549","STATH",0,0,0,0,0,0,0,0
"ENSG00000126550","HTN1",1,0,0,0,3,3,5,4
"ENSG00000126561","STAT5A",3617,5739,2385,5176,6324,3693,3552,3107
"ENSG00000126562","WNK4",4,2,3,12,10,3,3,1
"ENSG00000126581","BECN1",1365,1969,919,1922,2307,1631,1700,1566
"ENSG00000126583","PRKCG",1,3,2,5,5,2,3,12
"ENSG00000126602","TRAP1",1452,2577,1249,2174,2190,1502,963,1086
"ENSG00000126603","GLIS2",104,144,73,135,237,142,143,91
"ENSG00000126653","NSRP1",659,846,474,830,1203,933,867,767
"ENSG00000126698","DNAJC8",2481,3553,1937,3416,4167,2964,2669,2723
"ENSG00000126705","AHDC1",258,387,239,421,662,407,403,418
"ENSG00000126709","IFI6",257,343,188,359,833,722,554,492
"ENSG00000126733","DACH2",0,0,0,0,0,0,0,3
"ENSG00000126746","ZNF384",845,1235,658,1125,1768,1244,1151,990
"ENSG00000126749","EMG1",288,415,218,360,528,323,249,240
"ENSG00000126752","SSX1",0,0,0,0,0,0,0,0
"ENSG00000126756","UXT",1935,3061,1490,2659,1945,1546,938,1186
"ENSG00000126759","CFP",109,185,67,196,224,115,84,81
"ENSG00000126767","ELK1",3548,6384,2450,5838,6074,3740,3575,3198
"ENSG00000126768","TIMM17B",1205,1833,789,1529,1564,959,784,839
"ENSG00000126773","PCNXL4",346,601,229,507,853,514,725,510
"ENSG00000126775","ATG14",1072,1424,746,1468,1146,745,960,882
"ENSG00000126777","KTN1",2049,2017,1398,1583,3248,2802,3069,2664
"ENSG00000126778","SIX1",1,5,0,3,8,4,5,6
"ENSG00000126785","RHOJ",0,0,0,0,0,0,0,0
"ENSG00000126787","DLGAP5",2645,4699,2246,3520,3503,2886,2359,2352
"ENSG00000126790","L3HYPDH",17,23,8,16,45,32,25,16
"ENSG00000126803","HSPA2",102,219,72,241,298,212,151,138
"ENSG00000126804","ZBTB1",884,1430,627,1295,1947,1296,2029,1523
"ENSG00000126814","TRMT5",166,288,122,184,338,205,217,185
"ENSG00000126821","SGPP1",440,789,338,772,870,640,971,609
"ENSG00000126822","PLEKHG3",3,1,1,5,0,0,6,2
"ENSG00000126838","PZP",0,0,0,0,0,0,0,0
"ENSG00000126856","PRDM7",0,1,2,0,1,0,0,1
"ENSG00000126858","RHOT1",624,1117,403,863,1099,681,823,722
"ENSG00000126860","EVI2A",293,469,233,414,659,509,735,604
"ENSG00000126861","OMG",1,4,1,2,2,2,4,1
"ENSG00000126870","WDR60",494,808,364,537,573,382,356,423
"ENSG00000126878","AIF1L",25,37,20,40,48,20,25,33
"ENSG00000126882","FAM78A",1085,1390,691,1392,2341,1550,1334,1208
"ENSG00000126883","NUP214",1086,1780,848,1643,2577,1605,1423,1219
"ENSG00000126890","CTAG2",0,0,0,0,0,0,0,0
"ENSG00000126895","AVPR2",0,0,0,0,0,0,0,0
"ENSG00000126903","SLC10A3",514,659,327,779,980,603,530,503
"ENSG00000126934","MAP2K2",2274,3060,1610,3013,3754,2469,2039,2092
"ENSG00000126945","HNRNPH2",1137,1576,795,1501,1839,1499,1419,1049
"ENSG00000126947","ARMCX1",137,189,71,173,202,153,161,122
"ENSG00000126950","TMEM35",0,0,0,0,1,1,0,0
"ENSG00000126952","NXF5",0,0,0,0,0,0,0,0
"ENSG00000126953","TIMM8A",53,101,52,128,114,80,80,64
"ENSG00000126970","ZC4H2",147,301,128,272,420,236,189,190
"ENSG00000127022","CANX",16604,30096,12261,25302,26398,18132,18846,16363
"ENSG00000127054","CPSF3L",672,1057,476,985,1089,795,638,614
"ENSG00000127074","RGS13",1,0,0,0,4,0,8,2
"ENSG00000127080","IPPK",307,593,227,544,727,468,503,375
"ENSG00000127081","ZNF484",198,290,108,286,356,238,273,271
"ENSG00000127083","OMD",0,0,0,0,0,0,0,0
"ENSG00000127084","FGD3",1348,1696,953,1827,2446,1613,1463,1300
"ENSG00000127124","HIVEP3",202,248,166,194,488,301,285,239
"ENSG00000127125","PPCS",616,966,391,799,942,601,605,660
"ENSG00000127129","EDN2",0,0,0,0,0,0,0,0
"ENSG00000127152","BCL11B",2182,3748,1571,3332,4390,2592,3018,2759
"ENSG00000127184","COX7C",5379,8852,3506,6681,4930,3248,2903,3030
"ENSG00000127191","TRAF2",648,977,410,962,1306,774,677,648
"ENSG00000127220","ABHD8",604,801,416,919,1156,788,609,550
"ENSG00000127241","MASP1",0,0,0,0,0,0,1,0
"ENSG00000127249","ATP13A4",10,11,3,6,28,17,16,3
"ENSG00000127252","HRASLS",1,4,0,2,0,0,0,0
"ENSG00000127311","HELB",128,218,84,172,295,196,354,280
"ENSG00000127314","RAP1B",5024,7042,3165,6149,6768,4931,5926,5762
"ENSG00000127318","IL22",10,45,18,9,11,9,7,11
"ENSG00000127324","TSPAN8",0,0,0,0,0,0,0,0
"ENSG00000127325","BEST3",0,0,0,0,0,0,0,0
"ENSG00000127328","RAB3IP",506,732,347,706,827,491,606,550
"ENSG00000127329","PTPRB",0,4,0,0,0,0,1,0
"ENSG00000127334","DYRK2",727,1180,535,1243,1625,887,1479,1199
"ENSG00000127337","YEATS4",402,571,288,542,687,391,571,551
